q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,R0,i_chain,
0.043695,0.98404,0.18522,0.13289,0.61643,0.080749,2.6098,1
0.042798,0.9798,0.18675,0.17885,0.56006,0.15341,2.6098,1
0.041645,0.96483,0.19477,0.17001,0.59919,0.26037,2.6098,1
0.04157,0.97034,0.19373,0.21505,0.50516,0.2717,2.6098,1
0.041927,0.966,0.19125,0.21276,0.50205,0.23963,2.6098,1
0.042837,0.94839,0.1919,0.1713,0.5297,0.15726,2.6098,1
0.042837,0.94839,0.1919,0.1713,0.5297,0.15726,2.6098,1
0.042837,0.94839,0.1919,0.1713,0.5297,0.15726,2.6098,1
0.042684,0.94383,0.19371,0.21771,0.41054,0.1762,2.6098,1
0.042684,0.94383,0.19371,0.21771,0.41054,0.1762,2.6098,1
0.043215,0.93252,0.19422,0.21512,0.37,0.13381,2.6098,1
0.043215,0.93252,0.19422,0.21512,0.37,0.13381,2.6098,1
0.041222,0.95989,0.21166,0.23492,0.3613,0.2761,2.6098,1
0.041222,0.95989,0.21166,0.23492,0.3613,0.2761,2.6098,1
0.041924,0.95783,0.21118,0.22199,0.34802,0.21887,2.6098,1
0.041924,0.95783,0.21118,0.22199,0.34802,0.21887,2.6098,1
0.04186,0.96519,0.2091,0.23158,0.3442,0.22375,2.6098,1
0.04138,0.96408,0.21126,0.23915,0.34932,0.25994,2.6098,1
0.041089,0.95017,0.21313,0.25412,0.31242,0.28549,2.6098,1
0.038973,0.98196,0.21098,0.39872,0.17472,0.44881,2.6098,1
0.038973,0.98196,0.21098,0.39872,0.17472,0.44881,2.6098,1
0.038882,0.99005,0.21048,0.41101,0.16387,0.45631,2.6098,1
0.038882,0.99005,0.21048,0.41101,0.16387,0.45631,2.6098,1
0.039079,0.99545,0.21045,0.42718,0.12676,0.43699,2.6098,1
0.039296,0.99579,0.20943,0.42025,0.13767,0.41993,2.6098,1
0.039296,0.99579,0.20943,0.42025,0.13767,0.41993,2.6098,1
0.038951,0.98836,0.2074,0.45479,0.090722,0.45059,2.6098,1
0.038951,0.98836,0.2074,0.45479,0.090722,0.45059,2.6098,1
0.039709,0.9633,0.19426,0.39096,0.22029,0.403,2.6098,1
0.040301,0.96325,0.19436,0.33792,0.30348,0.35301,2.6098,1
0.041019,0.97601,0.19089,0.25217,0.45196,0.31707,2.6098,1
0.041019,0.97601,0.19089,0.25217,0.45196,0.31707,2.6098,1
0.041044,0.97343,0.19223,0.24461,0.46301,0.31259,2.6098,1
0.040659,0.97552,0.19578,0.25299,0.45623,0.33843,2.6098,1
0.041095,0.99292,0.19465,0.23851,0.4703,0.30136,2.6098,1
0.041091,0.9997,0.19333,0.20079,0.55456,0.30797,2.6098,1
0.041486,0.99533,0.18833,0.18901,0.58342,0.27953,2.6098,1
0.041454,0.98528,0.18778,0.20992,0.52751,0.28467,2.6098,1
0.041866,0.98839,0.18717,0.23935,0.44821,0.24246,2.6098,1
0.041335,0.98962,0.18898,0.24939,0.4435,0.28788,2.6098,1
0.041388,0.99564,0.19188,0.22573,0.4824,0.28143,2.6098,1
0.041616,0.99863,0.19128,0.20768,0.51963,0.26343,2.6098,1
0.042596,0.9987,0.19195,0.17106,0.5444,0.17584,2.6098,1
0.042596,0.9987,0.19195,0.17106,0.5444,0.17584,2.6098,1
0.043104,0.99163,0.18818,0.15332,0.57143,0.13971,2.6098,1
0.043104,0.99163,0.18818,0.15332,0.57143,0.13971,2.6098,1
0.043104,0.99163,0.18818,0.15332,0.57143,0.13971,2.6098,1
0.043104,0.99163,0.18818,0.15332,0.57143,0.13971,2.6098,1
0.043104,0.99163,0.18818,0.15332,0.57143,0.13971,2.6098,1
0.042332,0.98324,0.19134,0.1782,0.54001,0.20411,2.6098,1
0.042332,0.98324,0.19134,0.1782,0.54001,0.20411,2.6098,1
0.041909,0.98689,0.19506,0.2063,0.48316,0.23974,2.6098,1
0.042001,0.99847,0.19636,0.19,0.51462,0.22793,2.6098,1
0.042359,0.99968,0.196,0.19518,0.48853,0.19459,2.6098,1
0.042698,0.99385,0.19717,0.18256,0.4839,0.16984,2.6098,1
0.042059,0.99925,0.19619,0.1969,0.50057,0.22168,2.6098,1
0.042059,0.99925,0.19619,0.1969,0.50057,0.22168,2.6098,1
0.041751,0.99114,0.19902,0.1872,0.52255,0.24473,2.6098,1
0.041751,0.99114,0.19902,0.1872,0.52255,0.24473,2.6098,1
0.041751,0.99114,0.19902,0.1872,0.52255,0.24473,2.6098,1
0.041371,0.9886,0.20109,0.17798,0.5572,0.2765,2.6098,1
0.041371,0.9886,0.20109,0.17798,0.5572,0.2765,2.6098,1
0.041879,0.99188,0.20154,0.1778,0.52272,0.23211,2.6098,1
0.042292,0.98713,0.20072,0.1672,0.52473,0.19955,2.6098,1
0.042866,0.98526,0.20178,0.12137,0.58239,0.15227,2.6098,1
0.042623,0.994,0.19983,0.16028,0.51306,0.17731,2.6098,1
0.042623,0.994,0.19983,0.16028,0.51306,0.17731,2.6098,1
0.042623,0.994,0.19983,0.16028,0.51306,0.17731,2.6098,1
0.043133,0.98913,0.19931,0.10441,0.6111,0.14074,2.6098,1
0.042808,0.98674,0.1994,0.11676,0.60027,0.16883,2.6098,1
0.042808,0.98674,0.1994,0.11676,0.60027,0.16883,2.6098,1
0.042808,0.98674,0.1994,0.11676,0.60027,0.16883,2.6098,1
0.042808,0.98674,0.1994,0.11676,0.60027,0.16883,2.6098,1
0.043125,0.99193,0.19953,0.094963,0.62632,0.1432,2.6098,1
0.043125,0.99193,0.19953,0.094963,0.62632,0.1432,2.6098,1
0.043458,0.98825,0.19951,0.089487,0.62426,0.11653,2.6098,1
0.043458,0.98825,0.19951,0.089487,0.62426,0.11653,2.6098,1
0.043407,0.97719,0.20051,0.072099,0.65294,0.12226,2.6098,1
0.043407,0.97719,0.20051,0.072099,0.65294,0.12226,2.6098,1
0.043407,0.97719,0.20051,0.072099,0.65294,0.12226,2.6098,1
0.043794,0.98744,0.20295,0.06343,0.63705,0.084203,2.6098,1
0.043835,0.97601,0.20363,0.030546,0.70175,0.083598,2.6098,1
0.044193,0.97608,0.20191,0.019966,0.70584,0.061406,2.6098,1
0.044193,0.97608,0.20191,0.019966,0.70584,0.061406,2.6098,1
0.04441,0.97861,0.19951,0.027348,0.69164,0.044166,2.6098,1
0.044509,0.97763,0.19987,0.037489,0.65717,0.035071,2.6098,1
0.044509,0.97763,0.19987,0.037489,0.65717,0.035071,2.6098,1
0.044074,0.96799,0.19828,0.071177,0.62213,0.072271,2.6098,1
0.044532,0.96865,0.19745,0.033899,0.6855,0.035429,2.6098,1
0.044532,0.96865,0.19745,0.033899,0.6855,0.035429,2.6098,1
