q,q_sd,c,c_sd,symptomatic_fraction,symptomatic_fraction_sd,socialDistancing_other,socialDistancing_other_sd,p_reduced,p_reduced_sd,Initial_Condition_Scale,Initial_Condition_Scale_sd,chain,S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,
0.02969,0.0022856,0.55742,0.27739,0.73079,0.084585,0.062034,0.04577,0.16978,0.12208,1.1843,0.20686,1,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.029519,0.0021825,0.50149,0.26218,0.74181,0.088789,0.053186,0.04373,0.17119,0.10784,1.1776,0.16236,2,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.029661,0.0020794,0.47579,0.29085,0.73285,0.081755,0.059507,0.042662,0.16428,0.10885,1.1734,0.15107,3,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.029769,0.0017866,0.50188,0.28447,0.7252,0.075233,0.056565,0.043191,0.17409,0.10628,1.1824,0.16327,4,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.030258,0.0019345,0.52999,0.29301,0.7102,0.07239,0.066203,0.048007,0.14074,0.095767,1.156,0.13921,5,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.030215,0.001998,0.50229,0.2757,0.71401,0.076455,0.049252,0.040845,0.17455,0.11159,1.1551,0.1432,6,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.030125,0.00205,0.47364,0.28381,0.72457,0.085627,0.048754,0.036176,0.16201,0.1035,1.1344,0.1199,7,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.030032,0.0016665,0.54121,0.27726,0.72372,0.069102,0.050437,0.036947,0.16264,0.11217,1.1447,0.11936,8,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.030087,0.0020985,0.52943,0.28425,0.72573,0.082318,0.050805,0.036301,0.15857,0.103,1.1384,0.12391,9,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.029486,0.0020539,0.47968,0.29967,0.73683,0.079292,0.058559,0.047903,0.17876,0.1111,1.1906,0.20818,10,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
0.030086,0.001887,0.50281,0.27158,0.71901,0.071165,0.059028,0.044184,0.15889,0.10362,1.1495,0.14152,11,2.2016e+06,1.8766e+06,3.7261e+06,3.3527e+05,1.2828e+06,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291
