region (NEED TO MANUAL APPEND),S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,Hsub_c,Hsub_a,Hsub_rc,Hsub_fc,Hsub_e,Hcri_c,Hcri_a,Hcri_rc,Hcri_fc,Hcri_e,D_c,D_a,D_rc,D_fc,D_e,R_c,R_a,R_rc,R_fc,R_e,
2190148,1873363,3719317,334293,1281969,2753,762,1619,231,203,641,177,377,54,47,3939,1089,2313,331,291,43,26,54,8,11,1,11,24,3,12,0,7,15,2,7,11383,3159,6717,966,829
1395214,1161741,2306809,207598,1090369,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69,8,4,9,1,3,0,2,4,1,3,0,1,3,0,2,2050,570,1211,176,207
971272,808874,1606058,144469,526370,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47,7,4,9,1,2,0,2,4,1,2,0,2,4,1,2,2372,760,1632,248,202
