q,q_sd,c,c_sd,symptomatic_fraction,symptomatic_fraction_sd,socialDistancing_other,socialDistancing_other_sd,p_reduced,p_reduced_sd,Initial_Condition_Scale,Initial_Condition_Scale_sd,chain,S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,
0.020839,0.0003879,0.24321,0.18787,0.58727,0.020519,0.18663,0.11439,0.69039,0.22447,1.012,0.012863,1,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020845,0.00037586,0.20147,0.17317,0.58579,0.018728,0.20652,0.1272,0.65207,0.2569,1.0141,0.01566,2,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.02078,0.00038781,0.2035,0.18843,0.59067,0.020166,0.20384,0.12182,0.65782,0.23807,1.0111,0.0097979,3,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020785,0.00035445,0.23453,0.19077,0.58786,0.018276,0.20564,0.11169,0.6708,0.23143,1.0139,0.014826,4,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020904,0.00038666,0.20826,0.16108,0.58353,0.021031,0.17593,0.12317,0.70172,0.24931,1.0123,0.011643,5,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.02081,0.00036887,0.18857,0.1581,0.58956,0.019835,0.2523,0.13131,0.5584,0.27168,1.009,0.0085637,6,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020824,0.00034267,0.22622,0.19046,0.58687,0.018336,0.21196,0.12362,0.64055,0.25273,1.0159,0.016107,7,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020912,0.0003424,0.25095,0.17779,0.58272,0.017463,0.23199,0.10087,0.59914,0.2182,1.0126,0.012468,8,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020717,0.00032971,0.2695,0.19775,0.59358,0.017907,0.33518,0.10177,0.39206,0.21647,1.0121,0.012608,9,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020818,0.00035791,0.22173,0.20025,0.58816,0.019176,0.19881,0.10917,0.67248,0.21843,1.0129,0.011278,10,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
0.020841,0.00038998,0.22456,0.17913,0.58802,0.020946,0.19095,0.11848,0.67817,0.24009,1.0098,0.0094719,11,9.7365e+05,8.0964e+05,1.6077e+06,1.4472e+05,5.2658e+05,479,129,274,39,33,111,30,64,9,8,683,184,391,56,47
