q,q_sd,c,c_sd,symptomatic_fraction,symptomatic_fraction_sd,socialDistancing_other,socialDistancing_other_sd,p_reduced,p_reduced_sd,Initial_Condition_Scale,Initial_Condition_Scale_sd,chain,S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,
0.038995,0.0019888,0.93326,0.055855,0.29841,0.021733,0.16892,0.093819,0.33247,0.19855,1.1757,0.1739,1,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.039019,0.0017865,0.94607,0.050853,0.29765,0.020394,0.16039,0.09183,0.3565,0.19689,1.1709,0.15249,2,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.038859,0.0023314,0.93841,0.052413,0.2945,0.020873,0.18414,0.11759,0.3226,0.19863,1.2137,0.237,3,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.039136,0.00191,0.93309,0.055986,0.29671,0.020162,0.13892,0.094038,0.39671,0.19536,1.172,0.16517,4,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.038959,0.0018455,0.93921,0.053903,0.29854,0.019107,0.16513,0.095875,0.34785,0.20244,1.1658,0.15297,5,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.038699,0.0024947,0.93468,0.056426,0.29598,0.02208,0.17694,0.10107,0.34703,0.19236,1.2152,0.22181,6,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.03915,0.0019564,0.93786,0.052991,0.29384,0.019303,0.16728,0.095904,0.34083,0.19682,1.1772,0.16283,7,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.038753,0.0020212,0.939,0.056908,0.29878,0.020254,0.17331,0.09427,0.34026,0.21694,1.1877,0.17088,8,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.039002,0.001816,0.93203,0.048593,0.29848,0.019298,0.16692,0.087347,0.33831,0.18459,1.164,0.13709,9,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.039163,0.0019032,0.94868,0.043794,0.29402,0.019596,0.14084,0.077874,0.40531,0.19288,1.1686,0.16539,10,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
0.038785,0.0022651,0.93453,0.059071,0.2922,0.020457,0.18035,0.09089,0.3379,0.20556,1.2279,0.21928,11,1.3973e+06,1.1623e+06,2.308e+06,2.0778e+05,1.0906e+06,490,132,280,40,48,113,31,65,9,11,697,188,399,57,69
