q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,LogLikelihood,R0,i_chain,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033215,0.104967,0.318282,0.001197,0.683522,0.002429,0.794395,3.132508,-7639.408975,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
0.033198,0.105111,0.318179,0.000152,0.684353,0.002433,0.794960,3.132770,-7639.335281,1.971212,10.000000,
