q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,hosp_subcrit_length,hosp_crit_length,LogLikelihood,R0,i_chain,
0.029031,0.114082,0.471730,0.131767,0.228787,0.034192,0.640308,4.603381,4.565455,7.201549,3.206396,12.969670,5.069957,1.717435,6.000000,
0.029031,0.114082,0.471730,0.131767,0.228787,0.034192,0.640308,4.603381,4.565455,7.201549,3.206396,12.969670,5.069957,1.717435,6.000000,
0.029031,0.114082,0.471730,0.131767,0.228787,0.034192,0.640308,4.603381,4.565455,7.201549,3.206396,12.969670,5.069957,1.717435,6.000000,
0.029031,0.114082,0.471730,0.131767,0.228787,0.034192,0.640308,4.603381,4.565455,7.201549,3.206396,12.969670,5.069957,1.717435,6.000000,
0.029031,0.114082,0.471730,0.131767,0.228787,0.034192,0.640308,4.603381,4.565455,7.201549,3.206396,12.969670,5.069957,1.717435,6.000000,
0.029031,0.114082,0.471730,0.131767,0.228787,0.034192,0.640308,4.603381,4.565455,7.201549,3.206396,12.969670,5.069957,1.717435,6.000000,
0.029031,0.114082,0.471730,0.131767,0.228787,0.034192,0.640308,4.603381,4.565455,7.201549,3.206396,12.969670,5.069957,1.717435,6.000000,
0.028387,0.127394,0.474180,0.130011,0.245309,0.033320,0.638204,4.421477,4.547866,7.362343,3.120424,13.020569,4.616794,1.717435,6.000000,
0.028387,0.127394,0.474180,0.130011,0.245309,0.033320,0.638204,4.421477,4.547866,7.362343,3.120424,13.020569,4.616794,1.717435,6.000000,
0.028387,0.127394,0.474180,0.130011,0.245309,0.033320,0.638204,4.421477,4.547866,7.362343,3.120424,13.020569,4.616794,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028937,0.134297,0.475412,0.127796,0.221772,0.032319,0.634563,4.545854,4.531707,7.294073,3.278221,13.064120,4.596697,1.717435,6.000000,
0.028198,0.125102,0.471636,0.131068,0.253822,0.032165,0.651982,4.452563,4.722746,7.242025,2.977079,12.987000,1.962529,1.717435,6.000000,
0.028198,0.125102,0.471636,0.131068,0.253822,0.032165,0.651982,4.452563,4.722746,7.242025,2.977079,12.987000,1.962529,1.717435,6.000000,
0.028198,0.125102,0.471636,0.131068,0.253822,0.032165,0.651982,4.452563,4.722746,7.242025,2.977079,12.987000,1.962529,1.717435,6.000000,
0.028198,0.125102,0.471636,0.131068,0.253822,0.032165,0.651982,4.452563,4.722746,7.242025,2.977079,12.987000,1.962529,1.717435,6.000000,
0.028198,0.125102,0.471636,0.131068,0.253822,0.032165,0.651982,4.452563,4.722746,7.242025,2.977079,12.987000,1.962529,1.717435,6.000000,
0.029047,0.122513,0.468359,0.129037,0.251872,0.032909,0.649938,4.628812,4.701229,7.094081,2.943594,12.764207,2.091688,1.717435,6.000000,
0.029047,0.122513,0.468359,0.129037,0.251872,0.032909,0.649938,4.628812,4.701229,7.094081,2.943594,12.764207,2.091688,1.717435,6.000000,
0.030132,0.142282,0.474189,0.123531,0.249542,0.029986,0.603052,4.561926,4.356050,7.130195,2.600570,12.850578,3.852481,1.717435,6.000000,
0.030132,0.142282,0.474189,0.123531,0.249542,0.029986,0.603052,4.561926,4.356050,7.130195,2.600570,12.850578,3.852481,1.717435,6.000000,
0.030132,0.142282,0.474189,0.123531,0.249542,0.029986,0.603052,4.561926,4.356050,7.130195,2.600570,12.850578,3.852481,1.717435,6.000000,
0.030132,0.142282,0.474189,0.123531,0.249542,0.029986,0.603052,4.561926,4.356050,7.130195,2.600570,12.850578,3.852481,1.717435,6.000000,
0.030132,0.142282,0.474189,0.123531,0.249542,0.029986,0.603052,4.561926,4.356050,7.130195,2.600570,12.850578,3.852481,1.717435,6.000000,
0.029361,0.117388,0.477842,0.134930,0.218520,0.029766,0.621070,4.512794,4.487028,7.158979,2.766439,13.137870,4.365352,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029228,0.105941,0.474970,0.143301,0.214844,0.029757,0.618461,4.484239,4.651493,7.162754,2.712019,13.191287,3.793118,1.717435,6.000000,
0.029489,0.107307,0.476048,0.134585,0.198286,0.031668,0.644315,4.685521,4.394531,7.210378,3.049534,13.053169,4.337150,1.717435,6.000000,
0.029489,0.107307,0.476048,0.134585,0.198286,0.031668,0.644315,4.685521,4.394531,7.210378,3.049534,13.053169,4.337150,1.717435,6.000000,
0.029489,0.107307,0.476048,0.134585,0.198286,0.031668,0.644315,4.685521,4.394531,7.210378,3.049534,13.053169,4.337150,1.717435,6.000000,
