q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,hosp_subcrit_length,hosp_crit_length,LogLikelihood,R0,i_chain,
0.039740,0.103801,0.011074,0.357879,0.556213,0.007373,0.849068,6.296103,13.994684,2.662108,8.743777,2.864985,-671.205689,2.370042,6.000000,
0.039740,0.103801,0.011074,0.357879,0.556213,0.007373,0.849068,6.296103,13.994684,2.662108,8.743777,2.864985,-671.205689,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
0.039659,0.103540,0.011111,0.357801,0.556983,0.007370,0.850003,6.290286,13.995793,2.669736,8.755061,2.856027,-670.879976,2.370042,6.000000,
