q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049374,0.999735,0.146540,0.143282,0.403918,0.003585,-205.116257,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
0.049434,0.995566,0.141140,0.148544,0.424863,0.003552,-206.020072,2.966301,5.000000,
