q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.026060,0.831204,0.360723,0.134444,0.963863,0.039833,-12.094948,1.538473,20.000000,
0.026082,0.852662,0.359695,0.147249,0.937198,0.038771,-11.596374,1.538473,20.000000,
0.026291,0.871160,0.353967,0.151200,0.933215,0.015586,-10.281781,1.538473,20.000000,
0.026287,0.896983,0.352049,0.134134,0.979305,0.020131,-10.830998,1.538473,20.000000,
0.026287,0.896983,0.352049,0.134134,0.979305,0.020131,-10.830998,1.538473,20.000000,
0.026287,0.896983,0.352049,0.134134,0.979305,0.020131,-10.830998,1.538473,20.000000,
0.026287,0.896983,0.352049,0.134134,0.979305,0.020131,-10.830998,1.538473,20.000000,
0.026287,0.896983,0.352049,0.134134,0.979305,0.020131,-10.830998,1.538473,20.000000,
0.026287,0.896983,0.352049,0.134134,0.979305,0.020131,-10.830998,1.538473,20.000000,
0.026287,0.896983,0.352049,0.134134,0.979305,0.020131,-10.830998,1.538473,20.000000,
0.026242,0.856165,0.355786,0.108914,0.999345,0.023712,-9.830234,1.538473,20.000000,
0.026242,0.856165,0.355786,0.108914,0.999345,0.023712,-9.830234,1.538473,20.000000,
0.026242,0.856165,0.355786,0.108914,0.999345,0.023712,-9.830234,1.538473,20.000000,
0.026242,0.856165,0.355786,0.108914,0.999345,0.023712,-9.830234,1.538473,20.000000,
0.026242,0.856165,0.355786,0.108914,0.999345,0.023712,-9.830234,1.538473,20.000000,
0.026242,0.856165,0.355786,0.108914,0.999345,0.023712,-9.830234,1.538473,20.000000,
0.026242,0.856165,0.355786,0.108914,0.999345,0.023712,-9.830234,1.538473,20.000000,
0.026173,0.876636,0.358227,0.134746,0.939192,0.032030,-10.538355,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026251,0.887809,0.359147,0.118335,0.968814,0.020812,-10.512589,1.538473,20.000000,
0.026168,0.856311,0.362231,0.109913,0.977883,0.030082,-10.168955,1.538473,20.000000,
0.026168,0.856311,0.362231,0.109913,0.977883,0.030082,-10.168955,1.538473,20.000000,
0.026168,0.856311,0.362231,0.109913,0.977883,0.030082,-10.168955,1.538473,20.000000,
0.026261,0.860984,0.362404,0.129352,0.924722,0.014718,-10.685773,1.538473,20.000000,
0.026155,0.856343,0.362743,0.117761,0.959450,0.029359,-10.182278,1.538473,20.000000,
0.026155,0.856343,0.362743,0.117761,0.959450,0.029359,-10.182278,1.538473,20.000000,
0.026197,0.873055,0.363852,0.114574,0.953163,0.021211,-9.943690,1.538473,20.000000,
0.026203,0.858801,0.369396,0.084001,0.985601,0.008622,-9.366851,1.538473,20.000000,
0.026203,0.858801,0.369396,0.084001,0.985601,0.008622,-9.366851,1.538473,20.000000,
0.026203,0.858801,0.369396,0.084001,0.985601,0.008622,-9.366851,1.538473,20.000000,
0.026203,0.858801,0.369396,0.084001,0.985601,0.008622,-9.366851,1.538473,20.000000,
0.026203,0.858801,0.369396,0.084001,0.985601,0.008622,-9.366851,1.538473,20.000000,
0.026203,0.858801,0.369396,0.084001,0.985601,0.008622,-9.366851,1.538473,20.000000,
0.026248,0.855829,0.368065,0.115210,0.916860,0.002684,-9.536648,1.538473,20.000000,
0.026248,0.855829,0.368065,0.115210,0.916860,0.002684,-9.536648,1.538473,20.000000,
0.026248,0.855829,0.368065,0.115210,0.916860,0.002684,-9.536648,1.538473,20.000000,
0.026242,0.870245,0.367070,0.147196,0.854509,0.002477,-9.885617,1.538473,20.000000,
0.026232,0.831326,0.369421,0.145148,0.850039,0.001037,-9.818060,1.538473,20.000000,
0.026232,0.831326,0.369421,0.145148,0.850039,0.001037,-9.818060,1.538473,20.000000,
0.026232,0.831326,0.369421,0.145148,0.850039,0.001037,-9.818060,1.538473,20.000000,
0.026232,0.831326,0.369421,0.145148,0.850039,0.001037,-9.818060,1.538473,20.000000,
0.026232,0.831326,0.369421,0.145148,0.850039,0.001037,-9.818060,1.538473,20.000000,
0.026335,0.853804,0.355329,0.190303,0.832116,0.002054,-9.586947,1.538473,20.000000,
0.026335,0.853804,0.355329,0.190303,0.832116,0.002054,-9.586947,1.538473,20.000000,
0.026335,0.853804,0.355329,0.190303,0.832116,0.002054,-9.586947,1.538473,20.000000,
