q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.041371,0.967159,0.312910,0.000591,0.749197,0.000624,-7594.383960,2.470542,3.000000,
0.041371,0.967159,0.312910,0.000591,0.749197,0.000624,-7594.383960,2.470542,3.000000,
0.041371,0.967159,0.312910,0.000591,0.749197,0.000624,-7594.383960,2.470542,3.000000,
0.041371,0.967159,0.312910,0.000591,0.749197,0.000624,-7594.383960,2.470542,3.000000,
0.041371,0.967159,0.312910,0.000591,0.749197,0.000624,-7594.383960,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041366,0.964695,0.313340,0.001451,0.745193,0.001069,-7595.033075,2.470542,3.000000,
0.041370,0.975639,0.313432,0.001939,0.743176,0.000845,-7595.830270,2.470542,3.000000,
0.041370,0.975639,0.313432,0.001939,0.743176,0.000845,-7595.830270,2.470542,3.000000,
