q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,LogLikelihood,R0,i_chain,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.023915,0.000898,0.434695,0.012353,0.243701,0.001891,0.698401,3.868618,5.517474,10.316704,-13.080421,1.409266,5.000000,
0.024644,0.000900,0.436902,0.012230,0.177298,0.000478,0.685853,4.108620,5.450097,10.225710,-13.170926,1.409266,5.000000,
0.024862,0.000866,0.440868,0.012553,0.146671,0.000279,0.683760,4.192894,5.461689,10.177627,-14.114918,1.409266,5.000000,
0.024862,0.000866,0.440868,0.012553,0.146671,0.000279,0.683760,4.192894,5.461689,10.177627,-14.114918,1.409266,5.000000,
0.024862,0.000866,0.440868,0.012553,0.146671,0.000279,0.683760,4.192894,5.461689,10.177627,-14.114918,1.409266,5.000000,
0.024337,0.000900,0.442907,0.013171,0.162299,0.000328,0.724461,4.162533,5.294150,10.225324,-14.808041,1.409266,5.000000,
0.023920,0.000930,0.445191,0.013643,0.164867,0.000634,0.743692,4.099746,5.122008,10.416149,-15.556090,1.409266,5.000000,
0.023920,0.000930,0.445191,0.013643,0.164867,0.000634,0.743692,4.099746,5.122008,10.416149,-15.556090,1.409266,5.000000,
0.023920,0.000930,0.445191,0.013643,0.164867,0.000634,0.743692,4.099746,5.122008,10.416149,-15.556090,1.409266,5.000000,
0.023920,0.000930,0.445191,0.013643,0.164867,0.000634,0.743692,4.099746,5.122008,10.416149,-15.556090,1.409266,5.000000,
0.023920,0.000930,0.445191,0.013643,0.164867,0.000634,0.743692,4.099746,5.122008,10.416149,-15.556090,1.409266,5.000000,
0.023920,0.000930,0.445191,0.013643,0.164867,0.000634,0.743692,4.099746,5.122008,10.416149,-15.556090,1.409266,5.000000,
