q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.026093,0.966069,0.372576,0.248443,0.712597,0.014812,-9.759441,1.540166,5.000000,
0.026093,0.966069,0.372576,0.248443,0.712597,0.014812,-9.759441,1.540166,5.000000,
0.026093,0.966069,0.372576,0.248443,0.712597,0.014812,-9.759441,1.540166,5.000000,
0.026128,0.946689,0.371439,0.257923,0.691167,0.010381,-9.521960,1.540166,5.000000,
0.025993,0.961398,0.375773,0.257373,0.696043,0.021937,-11.703339,1.540166,5.000000,
0.025807,0.896172,0.378867,0.375661,0.458200,0.031102,-10.527303,1.540166,5.000000,
0.025831,0.931662,0.378450,0.362810,0.489112,0.029248,-10.052502,1.540166,5.000000,
0.025831,0.931662,0.378450,0.362810,0.489112,0.029248,-10.052502,1.540166,5.000000,
0.025736,0.873074,0.379217,0.340135,0.541504,0.043037,-10.244029,1.540166,5.000000,
0.025736,0.873074,0.379217,0.340135,0.541504,0.043037,-10.244029,1.540166,5.000000,
0.025685,0.869983,0.381069,0.382134,0.452285,0.048110,-10.893149,1.540166,5.000000,
0.025810,0.873868,0.386491,0.387091,0.404183,0.022498,-10.924338,1.540166,5.000000,
0.025810,0.873868,0.386491,0.387091,0.404183,0.022498,-10.924338,1.540166,5.000000,
0.025862,0.870954,0.387797,0.369944,0.433594,0.014539,-11.545844,1.540166,5.000000,
0.025983,0.705569,0.385437,0.492162,0.166839,0.002551,-13.726333,1.540166,5.000000,
0.025983,0.705569,0.385437,0.492162,0.166839,0.002551,-13.726333,1.540166,5.000000,
0.025983,0.705569,0.385437,0.492162,0.166839,0.002551,-13.726333,1.540166,5.000000,
0.025947,0.718587,0.388083,0.556159,0.036867,0.001533,-16.249452,1.540166,5.000000,
0.025947,0.718587,0.388083,0.556159,0.036867,0.001533,-16.249452,1.540166,5.000000,
0.025947,0.718587,0.388083,0.556159,0.036867,0.001533,-16.249452,1.540166,5.000000,
0.025819,0.769554,0.387959,0.548841,0.076153,0.019148,-16.624892,1.540166,5.000000,
0.025819,0.769554,0.387959,0.548841,0.076153,0.019148,-16.624892,1.540166,5.000000,
0.025803,0.798774,0.387906,0.560541,0.048560,0.023321,-16.092531,1.540166,5.000000,
0.025803,0.798774,0.387906,0.560541,0.048560,0.023321,-16.092531,1.540166,5.000000,
0.025803,0.798774,0.387906,0.560541,0.048560,0.023321,-16.092531,1.540166,5.000000,
0.025866,0.794019,0.386144,0.562959,0.031118,0.018291,-16.829539,1.540166,5.000000,
0.025866,0.794019,0.386144,0.562959,0.031118,0.018291,-16.829539,1.540166,5.000000,
0.025518,0.836625,0.396788,0.449650,0.258881,0.052297,-14.637052,1.540166,5.000000,
0.025460,0.837938,0.395071,0.455341,0.256067,0.064718,-14.282754,1.540166,5.000000,
0.025460,0.837938,0.395071,0.455341,0.256067,0.064718,-14.282754,1.540166,5.000000,
0.025746,0.971449,0.381015,0.367930,0.466995,0.032197,-13.642503,1.540166,5.000000,
0.025763,0.940665,0.385438,0.369508,0.433362,0.023380,-13.297308,1.540166,5.000000,
0.025708,0.888252,0.386447,0.358313,0.460059,0.029029,-10.170055,1.540166,5.000000,
0.025801,0.962187,0.377863,0.346888,0.515653,0.030522,-11.328677,1.540166,5.000000,
0.025418,0.854260,0.396122,0.445986,0.315596,0.046578,-14.582615,1.540166,5.000000,
0.025409,0.874483,0.393158,0.430093,0.359975,0.054108,-13.200873,1.540166,5.000000,
0.025409,0.874483,0.393158,0.430093,0.359975,0.054108,-13.200873,1.540166,5.000000,
0.025847,0.914617,0.388307,0.367593,0.477675,0.006354,-13.164064,1.540166,5.000000,
0.025847,0.914617,0.388307,0.367593,0.477675,0.006354,-13.164064,1.540166,5.000000,
0.025828,0.916795,0.387799,0.331031,0.552148,0.010493,-12.398338,1.540166,5.000000,
0.025828,0.916795,0.387799,0.331031,0.552148,0.010493,-12.398338,1.540166,5.000000,
0.025828,0.916795,0.387799,0.331031,0.552148,0.010493,-12.398338,1.540166,5.000000,
0.025828,0.916795,0.387799,0.331031,0.552148,0.010493,-12.398338,1.540166,5.000000,
0.025740,0.878602,0.391756,0.327129,0.543566,0.020148,-13.751046,1.540166,5.000000,
0.025740,0.878602,0.391756,0.327129,0.543566,0.020148,-13.751046,1.540166,5.000000,
0.025740,0.878602,0.391756,0.327129,0.543566,0.020148,-13.751046,1.540166,5.000000,
0.025612,0.894279,0.395247,0.390939,0.420833,0.031412,-13.976422,1.540166,5.000000,
0.025657,0.850533,0.374617,0.318472,0.639001,0.072004,-13.903548,1.540166,5.000000,
0.025657,0.850533,0.374617,0.318472,0.639001,0.072004,-13.903548,1.540166,5.000000,
0.025657,0.850533,0.374617,0.318472,0.639001,0.072004,-13.903548,1.540166,5.000000,
0.025657,0.850533,0.374617,0.318472,0.639001,0.072004,-13.903548,1.540166,5.000000,
0.025539,0.800371,0.375319,0.317406,0.652033,0.089647,-14.773068,1.540166,5.000000,
0.026096,0.805465,0.376494,0.456996,0.273558,0.006108,-12.108432,1.540166,5.000000,
0.026096,0.805465,0.376494,0.456996,0.273558,0.006108,-12.108432,1.540166,5.000000,
0.026148,0.837696,0.373860,0.500326,0.195939,0.001374,-14.473690,1.540166,5.000000,
0.026078,0.844949,0.376875,0.492365,0.200225,0.005851,-12.140000,1.540166,5.000000,
0.026055,0.802652,0.379243,0.519282,0.129610,0.004382,-12.611433,1.540166,5.000000,
0.026055,0.802652,0.379243,0.519282,0.129610,0.004382,-12.611433,1.540166,5.000000,
0.026055,0.802652,0.379243,0.519282,0.129610,0.004382,-12.611433,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.026074,0.833265,0.377394,0.523415,0.127840,0.005293,-12.663004,1.540166,5.000000,
0.025994,0.790697,0.378091,0.476174,0.268492,0.011629,-13.836156,1.540166,5.000000,
0.025994,0.790697,0.378091,0.476174,0.268492,0.011629,-13.836156,1.540166,5.000000,
0.025994,0.790697,0.378091,0.476174,0.268492,0.011629,-13.836156,1.540166,5.000000,
0.025994,0.790697,0.378091,0.476174,0.268492,0.011629,-13.836156,1.540166,5.000000,
0.025994,0.790697,0.378091,0.476174,0.268492,0.011629,-13.836156,1.540166,5.000000,
0.025994,0.790697,0.378091,0.476174,0.268492,0.011629,-13.836156,1.540166,5.000000,
0.026205,0.768066,0.360133,0.405627,0.436054,0.018700,-14.502130,1.540166,5.000000,
0.026049,0.852146,0.363513,0.316694,0.662192,0.035754,-13.305375,1.540166,5.000000,
0.026085,0.846079,0.358367,0.292834,0.715317,0.041223,-12.964481,1.540166,5.000000,
0.026005,0.930738,0.359794,0.313873,0.689558,0.052399,-13.154251,1.540166,5.000000,
0.026032,0.905072,0.358231,0.312871,0.689408,0.049352,-12.936274,1.540166,5.000000,
0.026047,0.934315,0.356650,0.296644,0.719099,0.050395,-12.333229,1.540166,5.000000,
0.026048,0.934675,0.359927,0.263010,0.769479,0.047109,-11.972762,1.540166,5.000000,
0.026040,0.924636,0.362622,0.292426,0.696721,0.045259,-11.825263,1.540166,5.000000,
0.026040,0.924636,0.362622,0.292426,0.696721,0.045259,-11.825263,1.540166,5.000000,
