q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.048249,0.990227,0.150936,0.212685,0.278202,0.068854,-208.369531,2.896267,20.000000,
0.048249,0.990227,0.150936,0.212685,0.278202,0.068854,-208.369531,2.896267,20.000000,
0.048249,0.990227,0.150936,0.212685,0.278202,0.068854,-208.369531,2.896267,20.000000,
0.048249,0.990227,0.150936,0.212685,0.278202,0.068854,-208.369531,2.896267,20.000000,
0.048249,0.990227,0.150936,0.212685,0.278202,0.068854,-208.369531,2.896267,20.000000,
0.048249,0.990227,0.150936,0.212685,0.278202,0.068854,-208.369531,2.896267,20.000000,
0.048249,0.990227,0.150936,0.212685,0.278202,0.068854,-208.369531,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
0.048400,0.992980,0.142650,0.223753,0.287760,0.067472,-207.891430,2.896267,20.000000,
