region (NEED TO MANUAL APPEND),S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,Hsub_c,Hsub_a,Hsub_rc,Hsub_fc,Hsub_e,Hcri_c,Hcri_a,Hcri_rc,Hcri_fc,Hcri_e,D_c,D_a,D_rc,D_fc,D_e,R_c,R_a,R_rc,R_fc,R_e,
wash,972221,809130,1606601,144547,526435,338,91,193,28,23,78,21,45,6,5,481,130,275,39,33,3,1,3,0,1,0,1,2,0,1,0,2,5,1,2,1803,609,1311,202,166,
