q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,LogLikelihood,R0,i_chain,
0.033611,0.171750,0.339489,0.194421,0.114524,0.004210,0.811207,3.373585,-7793.103281,1.995402,3.000000,
0.033611,0.171750,0.339489,0.194421,0.114524,0.004210,0.811207,3.373585,-7793.103281,1.995402,3.000000,
0.033637,0.172087,0.339842,0.193974,0.114595,0.004188,0.810486,3.375349,-7790.568524,1.995402,3.000000,
0.033637,0.172087,0.339842,0.193974,0.114595,0.004188,0.810486,3.375349,-7790.568524,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
0.033659,0.172238,0.339920,0.192860,0.114746,0.004171,0.810063,3.377782,-7788.234917,1.995402,3.000000,
