q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,LogLikelihood,R0,i_chain,
0.046442,0.019204,0.012813,0.237035,0.988901,0.006446,0.600806,4.367708,13.999549,1.525888,-742.340276,2.783973,3.000000,
0.046442,0.019204,0.012813,0.237035,0.988901,0.006446,0.600806,4.367708,13.999549,1.525888,-742.340276,2.783973,3.000000,
0.046442,0.019204,0.012813,0.237035,0.988901,0.006446,0.600806,4.367708,13.999549,1.525888,-742.340276,2.783973,3.000000,
0.046442,0.019204,0.012813,0.237035,0.988901,0.006446,0.600806,4.367708,13.999549,1.525888,-742.340276,2.783973,3.000000,
0.046442,0.019204,0.012813,0.237035,0.988901,0.006446,0.600806,4.367708,13.999549,1.525888,-742.340276,2.783973,3.000000,
0.046442,0.019204,0.012813,0.237035,0.988901,0.006446,0.600806,4.367708,13.999549,1.525888,-742.340276,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
0.046525,0.019031,0.012807,0.237370,0.991315,0.006471,0.598685,4.357597,13.990311,1.528229,-741.980567,2.783973,3.000000,
