q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,Hsub_c,Hsub_a,Hsub_rc,Hsub_fc,Hsub_e,Hcri_c,Hcri_a,Hcri_rc,Hcri_fc,Hcri_e,D_c,D_a,D_rc,D_fc,D_e,R_c,R_a,R_rc,R_fc,R_e,i_chain,
0.048589,0.988649,0.146016,0.104456,0.513758,0.055754,-206.321010,3.131225,1395990.807329,1161950.448264,2307253.000900,207661.539698,1090445.703391,386.405882,103.463870,220.652539,31.672613,38.007136,89.739071,24.282337,51.731935,7.390276,8.446030,550.047718,147.805529,314.614626,45.397412,53.843443,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048589,0.988649,0.146016,0.104456,0.513758,0.055754,-206.321010,3.131225,1395990.807329,1161950.448264,2307253.000900,207661.539698,1090445.703391,386.405882,103.463870,220.652539,31.672613,38.007136,89.739071,24.282337,51.731935,7.390276,8.446030,550.047718,147.805529,314.614626,45.397412,53.843443,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048589,0.988649,0.146016,0.104456,0.513758,0.055754,-206.321010,3.131225,1395990.807329,1161950.448264,2307253.000900,207661.539698,1090445.703391,386.405882,103.463870,220.652539,31.672613,38.007136,89.739071,24.282337,51.731935,7.390276,8.446030,550.047718,147.805529,314.614626,45.397412,53.843443,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048531,0.985959,0.147770,0.108700,0.500361,0.057260,-206.836421,3.131349,1395989.343711,1161950.055256,2307252.163687,207661.419236,1090445.560342,386.956998,103.611436,220.967247,31.717787,38.061344,89.867062,24.316970,51.805718,7.400817,8.458076,550.832229,148.016338,315.063348,45.462161,53.920237,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048531,0.985959,0.147770,0.108700,0.500361,0.057260,-206.836421,3.131349,1395989.343711,1161950.055256,2307252.163687,207661.419236,1090445.560342,386.956998,103.611436,220.967247,31.717787,38.061344,89.867062,24.316970,51.805718,7.400817,8.458076,550.832229,148.016338,315.063348,45.462161,53.920237,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048582,0.985011,0.146840,0.103411,0.509068,0.056161,-207.468614,3.132618,1395990.411610,1161950.342006,2307252.774543,207661.507128,1090445.664715,386.554887,103.503768,220.737627,31.684827,38.021792,89.773676,24.291701,51.751884,7.393126,8.449287,550.259826,147.862525,314.735947,45.414918,53.864206,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048572,0.995837,0.146671,0.120278,0.475250,0.054741,-205.791688,3.131612,1395991.791655,1161950.712574,2307253.563951,207661.620712,1090445.799596,386.035241,103.364627,220.440889,31.642233,37.970679,89.652993,24.259045,51.682314,7.383188,8.437929,549.520111,147.663753,314.312846,45.353867,53.791796,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048646,0.993634,0.145921,0.106752,0.503260,0.051516,-205.553079,3.134727,1395994.926833,1161951.554427,2307255.357324,207661.878752,1090446.106018,384.854711,103.048529,219.766761,31.545468,37.854562,89.378826,24.184859,51.524265,7.360609,8.412125,547.839630,147.212185,313.351650,45.215171,53.627296,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048543,0.996667,0.149206,0.124556,0.475064,0.050484,-205.058859,3.135261,1395995.929907,1161951.823771,2307255.931099,207661.961309,1090446.204055,384.477010,102.947396,219.551080,31.514509,37.817411,89.291109,24.161124,51.473698,7.353385,8.403869,547.301974,147.067709,313.044123,45.170796,53.574665,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048543,0.996667,0.149206,0.124556,0.475064,0.050484,-205.058859,3.135261,1395995.929907,1161951.823771,2307255.931099,207661.961309,1090446.204055,384.477010,102.947396,219.551080,31.514509,37.817411,89.291109,24.161124,51.473698,7.353385,8.403869,547.301974,147.067709,313.044123,45.170796,53.574665,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048535,0.998074,0.150442,0.142245,0.427019,0.050064,-205.087803,3.137450,1395996.337370,1161951.933183,2307256.164175,207661.994845,1090446.243879,384.323583,102.906315,219.463467,31.501933,37.802320,89.255477,24.151482,51.453157,7.350451,8.400515,547.083570,147.009021,312.919201,45.152771,53.553286,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048535,0.998074,0.150442,0.142245,0.427019,0.050064,-205.087803,3.137450,1395996.337370,1161951.933183,2307256.164175,207661.994845,1090446.243879,384.323583,102.906315,219.463467,31.501933,37.802320,89.255477,24.151482,51.453157,7.350451,8.400515,547.083570,147.009021,312.919201,45.152771,53.553286,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048535,0.998074,0.150442,0.142245,0.427019,0.050064,-205.087803,3.137450,1395996.337370,1161951.933183,2307256.164175,207661.994845,1090446.243879,384.323583,102.906315,219.463467,31.501933,37.802320,89.255477,24.151482,51.453157,7.350451,8.400515,547.083570,147.009021,312.919201,45.152771,53.553286,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048535,0.998074,0.150442,0.142245,0.427019,0.050064,-205.087803,3.137450,1395996.337370,1161951.933183,2307256.164175,207661.994845,1090446.243879,384.323583,102.906315,219.463467,31.501933,37.802320,89.255477,24.151482,51.453157,7.350451,8.400515,547.083570,147.009021,312.919201,45.152771,53.553286,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048535,0.998074,0.150442,0.142245,0.427019,0.050064,-205.087803,3.137450,1395996.337370,1161951.933183,2307256.164175,207661.994845,1090446.243879,384.323583,102.906315,219.463467,31.501933,37.802320,89.255477,24.151482,51.453157,7.350451,8.400515,547.083570,147.009021,312.919201,45.152771,53.553286,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048551,0.992028,0.149756,0.139653,0.432325,0.051257,-205.805705,3.137002,1395995.177859,1161951.621833,2307255.500915,207661.899412,1090446.130552,384.760189,103.023220,219.712785,31.537720,37.845264,89.356874,24.178919,51.511610,7.358801,8.410059,547.705078,147.176029,313.274689,45.204066,53.614125,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048551,0.992028,0.149756,0.139653,0.432325,0.051257,-205.805705,3.137002,1395995.177859,1161951.621833,2307255.500915,207661.899412,1090446.130552,384.760189,103.023220,219.712785,31.537720,37.845264,89.356874,24.178919,51.511610,7.358801,8.410059,547.705078,147.176029,313.274689,45.204066,53.614125,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048529,0.995082,0.150096,0.145644,0.420149,0.050498,-205.206368,3.136342,1395995.915605,1161951.819931,2307255.922918,207661.960132,1090446.202657,384.482396,102.948838,219.554155,31.514950,37.817941,89.292360,24.161462,51.474419,7.353488,8.403987,547.309640,147.069769,313.048508,45.171429,53.575416,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048529,0.995082,0.150096,0.145644,0.420149,0.050498,-205.206368,3.136342,1395995.915605,1161951.819931,2307255.922918,207661.960132,1090446.202657,384.482396,102.948838,219.554155,31.514950,37.817941,89.292360,24.161462,51.474419,7.353488,8.403987,547.309640,147.069769,313.048508,45.171429,53.575416,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048529,0.995082,0.150096,0.145644,0.420149,0.050498,-205.206368,3.136342,1395995.915605,1161951.819931,2307255.922918,207661.960132,1090446.202657,384.482396,102.948838,219.554155,31.514950,37.817941,89.292360,24.161462,51.474419,7.353488,8.403987,547.309640,147.069769,313.048508,45.171429,53.575416,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048529,0.995082,0.150096,0.145644,0.420149,0.050498,-205.206368,3.136342,1395995.915605,1161951.819931,2307255.922918,207661.960132,1090446.202657,384.482396,102.948838,219.554155,31.514950,37.817941,89.292360,24.161462,51.474419,7.353488,8.403987,547.309640,147.069769,313.048508,45.171429,53.575416,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048529,0.995082,0.150096,0.145644,0.420149,0.050498,-205.206368,3.136342,1395995.915605,1161951.819931,2307255.922918,207661.960132,1090446.202657,384.482396,102.948838,219.554155,31.514950,37.817941,89.292360,24.161462,51.474419,7.353488,8.403987,547.309640,147.069769,313.048508,45.171429,53.575416,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048529,0.995082,0.150096,0.145644,0.420149,0.050498,-205.206368,3.136342,1395995.915605,1161951.819931,2307255.922918,207661.960132,1090446.202657,384.482396,102.948838,219.554155,31.514950,37.817941,89.292360,24.161462,51.474419,7.353488,8.403987,547.309640,147.069769,313.048508,45.171429,53.575416,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048552,0.994337,0.150870,0.112004,0.487677,0.050680,-205.167951,3.139498,1395995.738630,1161951.772410,2307255.821685,207661.945566,1090446.185360,384.549035,102.966681,219.592208,31.520413,37.824495,89.307836,24.165650,51.483341,7.354763,8.405443,547.404500,147.095259,313.102766,45.179258,53.584702,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
0.048552,0.994337,0.150870,0.112004,0.487677,0.050680,-205.167951,3.139498,1395995.738630,1161951.772410,2307255.821685,207661.945566,1090446.185360,384.549035,102.966681,219.592208,31.520413,37.824495,89.307836,24.165650,51.483341,7.354763,8.405443,547.404500,147.095259,313.102766,45.179258,53.584702,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,10.000000,
