q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,LogLikelihood,R0,i_chain,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
0.027836,0.240192,0.313491,0.486892,0.999205,0.003044,0.658279,0.575499,5.591268,7.472898,-8021.520333,1.645219,6.000000,
