q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.040528,0.935076,0.319474,0.000283,0.769786,0.065506,-7598.343465,2.418638,2.000000,
0.040528,0.935076,0.319474,0.000283,0.769786,0.065506,-7598.343465,2.418638,2.000000,
0.040528,0.935076,0.319474,0.000283,0.769786,0.065506,-7598.343465,2.418638,2.000000,
0.040528,0.935076,0.319474,0.000283,0.769786,0.065506,-7598.343465,2.418638,2.000000,
0.040528,0.935076,0.319474,0.000283,0.769786,0.065506,-7598.343465,2.418638,2.000000,
0.040526,0.963760,0.317520,0.002831,0.768275,0.069923,-7598.483808,2.418638,2.000000,
0.040526,0.963760,0.317520,0.002831,0.768275,0.069923,-7598.483808,2.418638,2.000000,
0.040530,0.972068,0.316718,0.002224,0.772569,0.070972,-7598.137487,2.418638,2.000000,
0.040530,0.972068,0.316718,0.002224,0.772569,0.070972,-7598.137487,2.418638,2.000000,
0.040538,0.986293,0.316900,0.002252,0.773790,0.068611,-7597.372611,2.418638,2.000000,
0.040538,0.986293,0.316900,0.002252,0.773790,0.068611,-7597.372611,2.418638,2.000000,
0.040541,0.984928,0.317379,0.002695,0.771202,0.067107,-7597.939568,2.418638,2.000000,
0.040541,0.984928,0.317379,0.002695,0.771202,0.067107,-7597.939568,2.418638,2.000000,
0.040541,0.984928,0.317379,0.002695,0.771202,0.067107,-7597.939568,2.418638,2.000000,
0.040536,0.982250,0.317369,0.002963,0.770122,0.067852,-7597.927220,2.418638,2.000000,
0.040536,0.982250,0.317369,0.002963,0.770122,0.067852,-7597.927220,2.418638,2.000000,
0.040548,0.984903,0.315309,0.003218,0.777109,0.070944,-7598.371346,2.418638,2.000000,
0.040548,0.984903,0.315309,0.003218,0.777109,0.070944,-7598.371346,2.418638,2.000000,
0.040548,0.984903,0.315309,0.003218,0.777109,0.070944,-7598.371346,2.418638,2.000000,
0.040541,0.958234,0.315914,0.002492,0.774328,0.071200,-7599.085158,2.418638,2.000000,
0.040532,0.944426,0.317417,0.001820,0.769475,0.068666,-7598.983265,2.418638,2.000000,
0.040532,0.944426,0.317417,0.001820,0.769475,0.068666,-7598.983265,2.418638,2.000000,
0.040532,0.944426,0.317417,0.001820,0.769475,0.068666,-7598.983265,2.418638,2.000000,
