q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,i_chain,
0.025012,0.865611,0.367511,0.200284,0.913289,0.186650,-12.821471,1.475289,9.000000,
0.025012,0.865611,0.367511,0.200284,0.913289,0.186650,-12.821471,1.475289,9.000000,
0.025137,0.965707,0.364156,0.213644,0.890994,0.171671,-12.360911,1.475289,9.000000,
0.025137,0.965707,0.364156,0.213644,0.890994,0.171671,-12.360911,1.475289,9.000000,
0.025376,0.865541,0.362346,0.165203,0.980385,0.134155,-10.870393,1.475289,9.000000,
0.025434,0.923906,0.359420,0.199047,0.925977,0.128956,-12.070605,1.475289,9.000000,
0.025434,0.923906,0.359420,0.199047,0.925977,0.128956,-12.070605,1.475289,9.000000,
0.025333,0.966906,0.359281,0.215030,0.900025,0.143851,-11.513420,1.475289,9.000000,
0.025333,0.966906,0.359281,0.215030,0.900025,0.143851,-11.513420,1.475289,9.000000,
0.025333,0.966906,0.359281,0.215030,0.900025,0.143851,-11.513420,1.475289,9.000000,
0.025191,0.962798,0.365620,0.215668,0.890817,0.151627,-10.782021,1.475289,9.000000,
0.025191,0.962798,0.365620,0.215668,0.890817,0.151627,-10.782021,1.475289,9.000000,
0.025191,0.962798,0.365620,0.215668,0.890817,0.151627,-10.782021,1.475289,9.000000,
0.025149,0.971780,0.364672,0.239282,0.861380,0.156724,-11.085937,1.475289,9.000000,
0.025149,0.971780,0.364672,0.239282,0.861380,0.156724,-11.085937,1.475289,9.000000,
0.025149,0.971780,0.364672,0.239282,0.861380,0.156724,-11.085937,1.475289,9.000000,
0.025149,0.971780,0.364672,0.239282,0.861380,0.156724,-11.085937,1.475289,9.000000,
0.025202,0.979497,0.361402,0.207515,0.938005,0.154251,-10.778981,1.475289,9.000000,
0.025202,0.979497,0.361402,0.207515,0.938005,0.154251,-10.778981,1.475289,9.000000,
0.025180,0.879498,0.367481,0.216406,0.887443,0.147192,-10.583059,1.475289,9.000000,
0.025180,0.879498,0.367481,0.216406,0.887443,0.147192,-10.583059,1.475289,9.000000,
0.025204,0.766781,0.371110,0.228190,0.829882,0.136584,-10.337386,1.475289,9.000000,
0.025190,0.778970,0.371651,0.227077,0.831822,0.136747,-10.511943,1.475289,9.000000,
0.025190,0.778970,0.371651,0.227077,0.831822,0.136747,-10.511943,1.475289,9.000000,
0.025353,0.789573,0.381017,0.198389,0.842890,0.095650,-10.581895,1.475289,9.000000,
0.025247,0.814030,0.383376,0.203549,0.843069,0.104616,-10.135211,1.475289,9.000000,
0.025179,0.797734,0.385873,0.207473,0.829772,0.109269,-10.955786,1.475289,9.000000,
0.025179,0.797734,0.385873,0.207473,0.829772,0.109269,-10.955786,1.475289,9.000000,
0.025231,0.830938,0.385303,0.163609,0.920404,0.103180,-10.658110,1.475289,9.000000,
0.025231,0.830938,0.385303,0.163609,0.920404,0.103180,-10.658110,1.475289,9.000000,
0.025231,0.830938,0.385303,0.163609,0.920404,0.103180,-10.658110,1.475289,9.000000,
0.025182,0.834209,0.386226,0.175127,0.889320,0.110341,-11.120847,1.475289,9.000000,
0.025182,0.834209,0.386226,0.175127,0.889320,0.110341,-11.120847,1.475289,9.000000,
0.025193,0.902036,0.385692,0.164927,0.915229,0.111669,-10.975133,1.475289,9.000000,
0.025193,0.902036,0.385692,0.164927,0.915229,0.111669,-10.975133,1.475289,9.000000,
0.025233,0.885990,0.383965,0.129403,0.983737,0.112043,-10.711681,1.475289,9.000000,
0.025233,0.885990,0.383965,0.129403,0.983737,0.112043,-10.711681,1.475289,9.000000,
0.025233,0.885990,0.383965,0.129403,0.983737,0.112043,-10.711681,1.475289,9.000000,
0.025203,0.887016,0.386722,0.123423,0.990856,0.109998,-11.205608,1.475289,9.000000,
0.025203,0.887016,0.386722,0.123423,0.990856,0.109998,-11.205608,1.475289,9.000000,
0.025203,0.887016,0.386722,0.123423,0.990856,0.109998,-11.205608,1.475289,9.000000,
0.024810,0.769344,0.389866,0.253810,0.749461,0.154909,-10.854541,1.475289,9.000000,
0.024810,0.769344,0.389866,0.253810,0.749461,0.154909,-10.854541,1.475289,9.000000,
0.024810,0.769344,0.389866,0.253810,0.749461,0.154909,-10.854541,1.475289,9.000000,
0.024810,0.769344,0.389866,0.253810,0.749461,0.154909,-10.854541,1.475289,9.000000,
0.024810,0.769344,0.389866,0.253810,0.749461,0.154909,-10.854541,1.475289,9.000000,
0.024810,0.769344,0.389866,0.253810,0.749461,0.154909,-10.854541,1.475289,9.000000,
0.024770,0.774265,0.388082,0.262137,0.746280,0.163083,-11.117163,1.475289,9.000000,
0.024770,0.774265,0.388082,0.262137,0.746280,0.163083,-11.117163,1.475289,9.000000,
0.025154,0.728449,0.382041,0.207897,0.842701,0.123661,-10.741949,1.475289,9.000000,
0.025154,0.728449,0.382041,0.207897,0.842701,0.123661,-10.741949,1.475289,9.000000,
0.025154,0.728449,0.382041,0.207897,0.842701,0.123661,-10.741949,1.475289,9.000000,
0.025157,0.813441,0.382980,0.238379,0.787413,0.118113,-10.996781,1.475289,9.000000,
0.025157,0.813441,0.382980,0.238379,0.787413,0.118113,-10.996781,1.475289,9.000000,
0.025157,0.813441,0.382980,0.238379,0.787413,0.118113,-10.996781,1.475289,9.000000,
0.025202,0.802045,0.380349,0.261990,0.748514,0.112589,-10.155604,1.475289,9.000000,
0.025179,0.908540,0.375925,0.259758,0.789513,0.122219,-10.460662,1.475289,9.000000,
0.025179,0.908540,0.375925,0.259758,0.789513,0.122219,-10.460662,1.475289,9.000000,
0.025179,0.908540,0.375925,0.259758,0.789513,0.122219,-10.460662,1.475289,9.000000,
0.025179,0.908540,0.375925,0.259758,0.789513,0.122219,-10.460662,1.475289,9.000000,
0.025327,0.837481,0.376869,0.206737,0.863344,0.100692,-11.473436,1.475289,9.000000,
0.025327,0.837481,0.376869,0.206737,0.863344,0.100692,-11.473436,1.475289,9.000000,
0.025347,0.818740,0.374980,0.189760,0.906313,0.100910,-11.222002,1.475289,9.000000,
0.025347,0.818740,0.374980,0.189760,0.906313,0.100910,-11.222002,1.475289,9.000000,
0.025347,0.818740,0.374980,0.189760,0.906313,0.100910,-11.222002,1.475289,9.000000,
0.025347,0.818740,0.374980,0.189760,0.906313,0.100910,-11.222002,1.475289,9.000000,
0.025347,0.818740,0.374980,0.189760,0.906313,0.100910,-11.222002,1.475289,9.000000,
0.025347,0.818740,0.374980,0.189760,0.906313,0.100910,-11.222002,1.475289,9.000000,
0.025316,0.846934,0.372948,0.203894,0.897642,0.110071,-11.716051,1.475289,9.000000,
0.025326,0.745144,0.375454,0.214396,0.845719,0.101345,-12.015231,1.475289,9.000000,
0.025377,0.646941,0.377413,0.220721,0.804002,0.091586,-11.874991,1.475289,9.000000,
0.025473,0.709463,0.378837,0.195363,0.846499,0.076218,-12.467249,1.475289,9.000000,
0.025575,0.737553,0.374019,0.205671,0.836630,0.070819,-9.475591,1.475289,9.000000,
0.025575,0.737553,0.374019,0.205671,0.836630,0.070819,-9.475591,1.475289,9.000000,
0.025575,0.737553,0.374019,0.205671,0.836630,0.070819,-9.475591,1.475289,9.000000,
0.025558,0.760916,0.375291,0.229746,0.785142,0.069154,-9.427602,1.475289,9.000000,
0.025531,0.698687,0.377135,0.201001,0.819742,0.069783,-12.895091,1.475289,9.000000,
0.025513,0.795418,0.368141,0.219640,0.834807,0.088554,-12.560249,1.475289,9.000000,
0.025561,0.855521,0.367361,0.197688,0.873267,0.082565,-10.506352,1.475289,9.000000,
0.025480,0.789423,0.368250,0.213049,0.849560,0.092437,-14.520164,1.475289,9.000000,
0.025480,0.789423,0.368250,0.213049,0.849560,0.092437,-14.520164,1.475289,9.000000,
0.025368,0.755332,0.369402,0.212458,0.862609,0.107289,-11.768053,1.475289,9.000000,
0.025368,0.755332,0.369402,0.212458,0.862609,0.107289,-11.768053,1.475289,9.000000,
0.025368,0.755332,0.369402,0.212458,0.862609,0.107289,-11.768053,1.475289,9.000000,
0.025368,0.755332,0.369402,0.212458,0.862609,0.107289,-11.768053,1.475289,9.000000,
0.025368,0.755332,0.369402,0.212458,0.862609,0.107289,-11.768053,1.475289,9.000000,
0.025368,0.755332,0.369402,0.212458,0.862609,0.107289,-11.768053,1.475289,9.000000,
0.025368,0.755332,0.369402,0.212458,0.862609,0.107289,-11.768053,1.475289,9.000000,
0.024725,0.835631,0.385439,0.222809,0.847609,0.174989,-11.793905,1.475289,9.000000,
0.024725,0.835631,0.385439,0.222809,0.847609,0.174989,-11.793905,1.475289,9.000000,
0.024767,0.856300,0.385003,0.182518,0.918296,0.170961,-11.119821,1.475289,9.000000,
0.024767,0.856300,0.385003,0.182518,0.918296,0.170961,-11.119821,1.475289,9.000000,
0.024720,0.803296,0.382467,0.204037,0.881404,0.182821,-12.360958,1.475289,9.000000,
0.024758,0.751510,0.380767,0.207325,0.868972,0.180486,-11.615677,1.475289,9.000000,
0.024752,0.728520,0.382195,0.168646,0.944462,0.181400,-11.440655,1.475289,9.000000,
0.024752,0.728520,0.382195,0.168646,0.944462,0.181400,-11.440655,1.475289,9.000000,
0.024752,0.728520,0.382195,0.168646,0.944462,0.181400,-11.440655,1.475289,9.000000,
0.024752,0.728520,0.382195,0.168646,0.944462,0.181400,-11.440655,1.475289,9.000000,
0.024732,0.767716,0.383886,0.180829,0.920616,0.181292,-11.764216,1.475289,9.000000,
0.024732,0.767716,0.383886,0.180829,0.920616,0.181292,-11.764216,1.475289,9.000000,
0.024732,0.767716,0.383886,0.180829,0.920616,0.181292,-11.764216,1.475289,9.000000,
0.024709,0.732258,0.382316,0.176377,0.937745,0.189894,-12.053837,1.475289,9.000000,
0.024709,0.732258,0.382316,0.176377,0.937745,0.189894,-12.053837,1.475289,9.000000,
0.024788,0.748708,0.384979,0.143712,0.980047,0.177141,-11.120937,1.475289,9.000000,
0.024788,0.748708,0.384979,0.143712,0.980047,0.177141,-11.120937,1.475289,9.000000,
0.024763,0.808239,0.385327,0.160142,0.958055,0.179108,-11.176879,1.475289,9.000000,
0.024763,0.808239,0.385327,0.160142,0.958055,0.179108,-11.176879,1.475289,9.000000,
0.024837,0.838047,0.384783,0.143977,0.979913,0.170969,-11.336853,1.475289,9.000000,
0.024837,0.838047,0.384783,0.143977,0.979913,0.170969,-11.336853,1.475289,9.000000,
0.024778,0.832199,0.387075,0.161573,0.947083,0.171536,-11.139251,1.475289,9.000000,
0.024778,0.832199,0.387075,0.161573,0.947083,0.171536,-11.139251,1.475289,9.000000,
0.024817,0.857110,0.386878,0.179626,0.911615,0.163621,-10.827160,1.475289,9.000000,
0.024817,0.857110,0.386878,0.179626,0.911615,0.163621,-10.827160,1.475289,9.000000,
0.024756,0.800365,0.387512,0.208399,0.854283,0.171277,-11.325483,1.475289,9.000000,
0.024756,0.800365,0.387512,0.208399,0.854283,0.171277,-11.325483,1.475289,9.000000,
0.024756,0.800365,0.387512,0.208399,0.854283,0.171277,-11.325483,1.475289,9.000000,
0.024663,0.864096,0.388183,0.199539,0.887785,0.183568,-13.353724,1.475289,9.000000,
0.024730,0.888063,0.385441,0.214063,0.854852,0.180043,-11.766408,1.475289,9.000000,
0.025392,0.814488,0.387296,0.206662,0.810822,0.072485,-11.170666,1.475289,9.000000,
0.025392,0.814488,0.387296,0.206662,0.810822,0.072485,-11.170666,1.475289,9.000000,
0.025392,0.814488,0.387296,0.206662,0.810822,0.072485,-11.170666,1.475289,9.000000,
0.025278,0.801659,0.389029,0.240336,0.755805,0.085012,-13.243774,1.475289,9.000000,
0.025154,0.817648,0.389215,0.248384,0.753903,0.103281,-11.691749,1.475289,9.000000,
0.025154,0.817648,0.389215,0.248384,0.753903,0.103281,-11.691749,1.475289,9.000000,
0.025154,0.817648,0.389215,0.248384,0.753903,0.103281,-11.691749,1.475289,9.000000,
0.025216,0.801784,0.391678,0.255484,0.711561,0.088541,-10.831431,1.475289,9.000000,
0.025216,0.801784,0.391678,0.255484,0.711561,0.088541,-10.831431,1.475289,9.000000,
0.025216,0.801784,0.391678,0.255484,0.711561,0.088541,-10.831431,1.475289,9.000000,
0.025216,0.801784,0.391678,0.255484,0.711561,0.088541,-10.831431,1.475289,9.000000,
