q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,LogLikelihood,R0,i_chain,
0.033484,0.608687,0.371356,0.004651,0.353447,0.144029,0.538504,6.571375,-1.415516,1.987594,4.000000,
0.033484,0.608687,0.371356,0.004651,0.353447,0.144029,0.538504,6.571375,-1.415516,1.987594,4.000000,
0.033484,0.608687,0.371356,0.004651,0.353447,0.144029,0.538504,6.571375,-1.415516,1.987594,4.000000,
0.033484,0.608687,0.371356,0.004651,0.353447,0.144029,0.538504,6.571375,-1.415516,1.987594,4.000000,
0.033484,0.608687,0.371356,0.004651,0.353447,0.144029,0.538504,6.571375,-1.415516,1.987594,4.000000,
0.032740,0.634952,0.369321,0.004938,0.402700,0.133775,0.555447,6.437469,-2.629580,1.987594,4.000000,
0.032740,0.634952,0.369321,0.004938,0.402700,0.133775,0.555447,6.437469,-2.629580,1.987594,4.000000,
0.032740,0.634952,0.369321,0.004938,0.402700,0.133775,0.555447,6.437469,-2.629580,1.987594,4.000000,
0.032740,0.634952,0.369321,0.004938,0.402700,0.133775,0.555447,6.437469,-2.629580,1.987594,4.000000,
0.032740,0.634952,0.369321,0.004938,0.402700,0.133775,0.555447,6.437469,-2.629580,1.987594,4.000000,
0.032740,0.634952,0.369321,0.004938,0.402700,0.133775,0.555447,6.437469,-2.629580,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032432,0.616297,0.371244,0.006495,0.401444,0.131576,0.564740,6.408902,-4.426671,1.987594,4.000000,
0.032096,0.547533,0.368267,0.013579,0.406822,0.130811,0.571273,6.346686,-4.145997,1.987594,4.000000,
0.032294,0.596538,0.367740,0.018542,0.396124,0.137568,0.565691,6.373228,-3.955138,1.987594,4.000000,
0.032294,0.596538,0.367740,0.018542,0.396124,0.137568,0.565691,6.373228,-3.955138,1.987594,4.000000,
0.033079,0.651993,0.365474,0.019568,0.368445,0.141664,0.543488,6.501627,-4.106935,1.987594,4.000000,
0.033138,0.676199,0.364097,0.033228,0.327267,0.141717,0.551921,6.608662,-3.648900,1.987594,4.000000,
0.032536,0.669493,0.364418,0.037866,0.316757,0.147478,0.577115,6.687364,-5.623661,1.987594,4.000000,
0.032716,0.663146,0.364494,0.033319,0.341386,0.147111,0.562152,6.618748,-8.031698,1.987594,4.000000,
0.033198,0.706890,0.362635,0.026844,0.329239,0.144716,0.560621,6.722516,-3.795416,1.987594,4.000000,
0.033198,0.706890,0.362635,0.026844,0.329239,0.144716,0.560621,6.722516,-3.795416,1.987594,4.000000,
0.033204,0.690717,0.361016,0.033924,0.314722,0.141373,0.562270,6.667288,-2.737063,1.987594,4.000000,
0.033204,0.690717,0.361016,0.033924,0.314722,0.141373,0.562270,6.667288,-2.737063,1.987594,4.000000,
0.033204,0.690717,0.361016,0.033924,0.314722,0.141373,0.562270,6.667288,-2.737063,1.987594,4.000000,
0.033529,0.731854,0.357000,0.046414,0.291350,0.145375,0.553297,6.717663,-3.638264,1.987594,4.000000,
0.033529,0.731854,0.357000,0.046414,0.291350,0.145375,0.553297,6.717663,-3.638264,1.987594,4.000000,
0.033805,0.764775,0.357539,0.044425,0.313086,0.149856,0.539221,6.653631,-2.380545,1.987594,4.000000,
0.033784,0.764622,0.358093,0.049534,0.291626,0.157167,0.543316,6.728975,-3.096135,1.987594,4.000000,
0.033784,0.764622,0.358093,0.049534,0.291626,0.157167,0.543316,6.728975,-3.096135,1.987594,4.000000,
0.033784,0.764622,0.358093,0.049534,0.291626,0.157167,0.543316,6.728975,-3.096135,1.987594,4.000000,
0.033904,0.768988,0.357579,0.058474,0.273288,0.153944,0.540537,6.740912,-3.416947,1.987594,4.000000,
0.032329,0.704636,0.371719,0.066540,0.298690,0.150761,0.564638,6.454178,-4.341813,1.987594,4.000000,
0.032773,0.705847,0.373265,0.055841,0.297978,0.155414,0.555118,6.520820,-4.021825,1.987594,4.000000,
0.032614,0.738740,0.372386,0.060610,0.308558,0.157037,0.553019,6.458885,-3.143394,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.032702,0.715529,0.374864,0.055733,0.311356,0.160461,0.546998,6.461069,-2.761398,1.987594,4.000000,
0.033944,0.742969,0.377651,0.058319,0.261493,0.169519,0.515613,6.616222,-2.330779,1.987594,4.000000,
0.033944,0.742969,0.377651,0.058319,0.261493,0.169519,0.515613,6.616222,-2.330779,1.987594,4.000000,
0.033944,0.742969,0.377651,0.058319,0.261493,0.169519,0.515613,6.616222,-2.330779,1.987594,4.000000,
0.033944,0.742969,0.377651,0.058319,0.261493,0.169519,0.515613,6.616222,-2.330779,1.987594,4.000000,
0.034377,0.743289,0.376948,0.055755,0.273669,0.181564,0.500784,6.625186,-2.475449,1.987594,4.000000,
0.034377,0.743289,0.376948,0.055755,0.273669,0.181564,0.500784,6.625186,-2.475449,1.987594,4.000000,
0.033916,0.724212,0.374496,0.044724,0.304257,0.173835,0.514903,6.607078,-2.174867,1.987594,4.000000,
0.033916,0.724212,0.374496,0.044724,0.304257,0.173835,0.514903,6.607078,-2.174867,1.987594,4.000000,
0.034259,0.741481,0.374786,0.037127,0.279583,0.172751,0.518013,6.793821,-4.046614,1.987594,4.000000,
0.034259,0.741481,0.374786,0.037127,0.279583,0.172751,0.518013,6.793821,-4.046614,1.987594,4.000000,
0.034259,0.741481,0.374786,0.037127,0.279583,0.172751,0.518013,6.793821,-4.046614,1.987594,4.000000,
0.034259,0.741481,0.374786,0.037127,0.279583,0.172751,0.518013,6.793821,-4.046614,1.987594,4.000000,
0.034259,0.741481,0.374786,0.037127,0.279583,0.172751,0.518013,6.793821,-4.046614,1.987594,4.000000,
0.033921,0.703173,0.381282,0.045638,0.243890,0.166872,0.527787,6.753960,-2.746014,1.987594,4.000000,
0.034902,0.699002,0.381879,0.058934,0.222463,0.171201,0.490827,6.710422,-2.578191,1.987594,4.000000,
0.034902,0.699002,0.381879,0.058934,0.222463,0.171201,0.490827,6.710422,-2.578191,1.987594,4.000000,
0.034902,0.699002,0.381879,0.058934,0.222463,0.171201,0.490827,6.710422,-2.578191,1.987594,4.000000,
0.034902,0.699002,0.381879,0.058934,0.222463,0.171201,0.490827,6.710422,-2.578191,1.987594,4.000000,
0.034902,0.699002,0.381879,0.058934,0.222463,0.171201,0.490827,6.710422,-2.578191,1.987594,4.000000,
0.035021,0.900046,0.376266,0.051173,0.285960,0.194582,0.484672,6.671804,-2.391746,1.987594,4.000000,
0.035021,0.900046,0.376266,0.051173,0.285960,0.194582,0.484672,6.671804,-2.391746,1.987594,4.000000,
0.035473,0.941055,0.373753,0.045652,0.284786,0.196358,0.477513,6.805358,-3.624323,1.987594,4.000000,
0.035473,0.941055,0.373753,0.045652,0.284786,0.196358,0.477513,6.805358,-3.624323,1.987594,4.000000,
0.035473,0.941055,0.373753,0.045652,0.284786,0.196358,0.477513,6.805358,-3.624323,1.987594,4.000000,
0.035473,0.941055,0.373753,0.045652,0.284786,0.196358,0.477513,6.805358,-3.624323,1.987594,4.000000,
0.035473,0.941055,0.373753,0.045652,0.284786,0.196358,0.477513,6.805358,-3.624323,1.987594,4.000000,
0.035473,0.941055,0.373753,0.045652,0.284786,0.196358,0.477513,6.805358,-3.624323,1.987594,4.000000,
0.035473,0.941055,0.373753,0.045652,0.284786,0.196358,0.477513,6.805358,-3.624323,1.987594,4.000000,
