q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,hosp_subcrit_length,hosp_crit_length,LogLikelihood,R0,i_chain,
0.023006,0.285608,0.214990,0.010143,0.998884,0.007702,0.992086,0.427806,5.274786,13.540433,4.739222,13.986018,-317.914719,1.354876,2.000000,
0.023006,0.285608,0.214990,0.010143,0.998884,0.007702,0.992086,0.427806,5.274786,13.540433,4.739222,13.986018,-317.914719,1.354876,2.000000,
0.023128,0.287844,0.211833,0.010137,0.997911,0.007687,0.988387,0.433271,5.251195,13.698515,4.754500,13.986423,-318.876634,1.354876,2.000000,
0.023128,0.287844,0.211833,0.010137,0.997911,0.007687,0.988387,0.433271,5.251195,13.698515,4.754500,13.986423,-318.876634,1.354876,2.000000,
0.023144,0.287666,0.212222,0.010141,0.996772,0.007669,0.989318,0.433717,5.232418,13.712825,4.794567,13.950946,-318.490162,1.354876,2.000000,
0.023144,0.287666,0.212222,0.010141,0.996772,0.007669,0.989318,0.433717,5.232418,13.712825,4.794567,13.950946,-318.490162,1.354876,2.000000,
0.023144,0.287666,0.212222,0.010141,0.996772,0.007669,0.989318,0.433717,5.232418,13.712825,4.794567,13.950946,-318.490162,1.354876,2.000000,
0.023144,0.287666,0.212222,0.010141,0.996772,0.007669,0.989318,0.433717,5.232418,13.712825,4.794567,13.950946,-318.490162,1.354876,2.000000,
0.023144,0.287666,0.212222,0.010141,0.996772,0.007669,0.989318,0.433717,5.232418,13.712825,4.794567,13.950946,-318.490162,1.354876,2.000000,
0.023243,0.291051,0.211996,0.010179,0.997412,0.007668,0.988216,0.440216,5.156094,13.930844,4.813774,13.950872,-320.244098,1.354876,2.000000,
0.023243,0.291051,0.211996,0.010179,0.997412,0.007668,0.988216,0.440216,5.156094,13.930844,4.813774,13.950872,-320.244098,1.354876,2.000000,
0.023243,0.291051,0.211996,0.010179,0.997412,0.007668,0.988216,0.440216,5.156094,13.930844,4.813774,13.950872,-320.244098,1.354876,2.000000,
