q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,LogLikelihood,R0,i_chain,
0.038598,0.046357,0.329416,0.126469,0.214264,0.000135,0.679636,3.546333,-7819.624512,2.300099,2.000000,
0.038598,0.046357,0.329416,0.126469,0.214264,0.000135,0.679636,3.546333,-7819.624512,2.300099,2.000000,
0.038598,0.046357,0.329416,0.126469,0.214264,0.000135,0.679636,3.546333,-7819.624512,2.300099,2.000000,
0.038598,0.046357,0.329416,0.126469,0.214264,0.000135,0.679636,3.546333,-7819.624512,2.300099,2.000000,
0.038598,0.046357,0.329416,0.126469,0.214264,0.000135,0.679636,3.546333,-7819.624512,2.300099,2.000000,
0.038663,0.043445,0.332248,0.121152,0.212088,0.000055,0.677846,3.550238,-7821.188794,2.300099,2.000000,
0.038663,0.043445,0.332248,0.121152,0.212088,0.000055,0.677846,3.550238,-7821.188794,2.300099,2.000000,
0.038663,0.043445,0.332248,0.121152,0.212088,0.000055,0.677846,3.550238,-7821.188794,2.300099,2.000000,
0.038663,0.043445,0.332248,0.121152,0.212088,0.000055,0.677846,3.550238,-7821.188794,2.300099,2.000000,
0.038664,0.042629,0.333011,0.119546,0.211468,0.000028,0.677785,3.551585,-7822.267957,2.300099,2.000000,
0.038664,0.042629,0.333011,0.119546,0.211468,0.000028,0.677785,3.551585,-7822.267957,2.300099,2.000000,
0.038664,0.042629,0.333011,0.119546,0.211468,0.000028,0.677785,3.551585,-7822.267957,2.300099,2.000000,
0.038664,0.042629,0.333011,0.119546,0.211468,0.000028,0.677785,3.551585,-7822.267957,2.300099,2.000000,
0.038664,0.042629,0.333011,0.119546,0.211468,0.000028,0.677785,3.551585,-7822.267957,2.300099,2.000000,
0.038664,0.042629,0.333011,0.119546,0.211468,0.000028,0.677785,3.551585,-7822.267957,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038582,0.045159,0.331247,0.123971,0.212660,0.000121,0.679437,3.544065,-7824.199559,2.300099,2.000000,
0.038568,0.045923,0.330274,0.125229,0.213253,0.000136,0.679840,3.542514,-7824.588146,2.300099,2.000000,
0.038666,0.044769,0.330374,0.123371,0.212977,0.000085,0.677664,3.544833,-7823.615605,2.300099,2.000000,
0.038666,0.044769,0.330374,0.123371,0.212977,0.000085,0.677664,3.544833,-7823.615605,2.300099,2.000000,
0.038666,0.044769,0.330374,0.123371,0.212977,0.000085,0.677664,3.544833,-7823.615605,2.300099,2.000000,
0.038666,0.044769,0.330374,0.123371,0.212977,0.000085,0.677664,3.544833,-7823.615605,2.300099,2.000000,
0.038666,0.044769,0.330374,0.123371,0.212977,0.000085,0.677664,3.544833,-7823.615605,2.300099,2.000000,
0.038707,0.042660,0.332181,0.119036,0.211386,0.000015,0.676676,3.549256,-7824.956350,2.300099,2.000000,
0.038707,0.042660,0.332181,0.119036,0.211386,0.000015,0.676676,3.549256,-7824.956350,2.300099,2.000000,
0.038697,0.043933,0.330742,0.121639,0.212623,0.000044,0.677025,3.547098,-7823.512679,2.300099,2.000000,
0.038697,0.043933,0.330742,0.121639,0.212623,0.000044,0.677025,3.547098,-7823.512679,2.300099,2.000000,
0.038697,0.043933,0.330742,0.121639,0.212623,0.000044,0.677025,3.547098,-7823.512679,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
0.038737,0.044504,0.330191,0.123130,0.213281,0.000068,0.676300,3.548691,-7818.875966,2.300099,2.000000,
