q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,LogLikelihood,R0,i_chain,
0.030161,0.387213,0.404885,0.102743,0.244661,0.006203,0.819630,6.487357,4.851178,6.902677,-1.901128,1.785796,8.000000,
0.030161,0.387213,0.404885,0.102743,0.244661,0.006203,0.819630,6.487357,4.851178,6.902677,-1.901128,1.785796,8.000000,
0.030161,0.387213,0.404885,0.102743,0.244661,0.006203,0.819630,6.487357,4.851178,6.902677,-1.901128,1.785796,8.000000,
0.030161,0.387213,0.404885,0.102743,0.244661,0.006203,0.819630,6.487357,4.851178,6.902677,-1.901128,1.785796,8.000000,
0.030161,0.387213,0.404885,0.102743,0.244661,0.006203,0.819630,6.487357,4.851178,6.902677,-1.901128,1.785796,8.000000,
0.030161,0.387213,0.404885,0.102743,0.244661,0.006203,0.819630,6.487357,4.851178,6.902677,-1.901128,1.785796,8.000000,
0.030161,0.387213,0.404885,0.102743,0.244661,0.006203,0.819630,6.487357,4.851178,6.902677,-1.901128,1.785796,8.000000,
0.034254,0.335745,0.406148,0.053213,0.302815,0.006649,0.679539,6.399028,4.187374,7.208935,-1.884158,1.785796,8.000000,
0.034254,0.335745,0.406148,0.053213,0.302815,0.006649,0.679539,6.399028,4.187374,7.208935,-1.884158,1.785796,8.000000,
0.034254,0.335745,0.406148,0.053213,0.302815,0.006649,0.679539,6.399028,4.187374,7.208935,-1.884158,1.785796,8.000000,
0.034254,0.335745,0.406148,0.053213,0.302815,0.006649,0.679539,6.399028,4.187374,7.208935,-1.884158,1.785796,8.000000,
0.034254,0.335745,0.406148,0.053213,0.302815,0.006649,0.679539,6.399028,4.187374,7.208935,-1.884158,1.785796,8.000000,
0.032481,0.353062,0.407831,0.062960,0.250190,0.006901,0.703905,6.264235,4.465242,7.465388,-0.872215,1.785796,8.000000,
0.032481,0.353062,0.407831,0.062960,0.250190,0.006901,0.703905,6.264235,4.465242,7.465388,-0.872215,1.785796,8.000000,
0.032481,0.353062,0.407831,0.062960,0.250190,0.006901,0.703905,6.264235,4.465242,7.465388,-0.872215,1.785796,8.000000,
0.032311,0.344042,0.409753,0.065237,0.239264,0.006727,0.691796,6.132711,4.621317,7.524562,-4.156452,1.785796,8.000000,
0.032311,0.344042,0.409753,0.065237,0.239264,0.006727,0.691796,6.132711,4.621317,7.524562,-4.156452,1.785796,8.000000,
0.032311,0.344042,0.409753,0.065237,0.239264,0.006727,0.691796,6.132711,4.621317,7.524562,-4.156452,1.785796,8.000000,
0.033138,0.333738,0.407686,0.062857,0.261051,0.006468,0.684756,6.245466,4.460034,7.367741,-4.286256,1.785796,8.000000,
0.034854,0.318056,0.408741,0.053919,0.311668,0.006208,0.665855,6.378224,4.160817,6.997351,-4.716885,1.785796,8.000000,
0.034854,0.318056,0.408741,0.053919,0.311668,0.006208,0.665855,6.378224,4.160817,6.997351,-4.716885,1.785796,8.000000,
0.034854,0.318056,0.408741,0.053919,0.311668,0.006208,0.665855,6.378224,4.160817,6.997351,-4.716885,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034545,0.319526,0.408314,0.052653,0.315469,0.006246,0.670385,6.386703,4.279317,6.948813,-2.238343,1.785796,8.000000,
0.034834,0.309276,0.407955,0.046267,0.311514,0.006275,0.647675,6.316094,4.374948,7.021938,-3.896232,1.785796,8.000000,
0.034975,0.307756,0.407441,0.050590,0.320480,0.006062,0.658333,6.393191,4.306984,6.872366,-4.563172,1.785796,8.000000,
0.035322,0.295332,0.406453,0.050213,0.309998,0.005847,0.641329,6.372879,4.343167,6.942877,-4.335140,1.785796,8.000000,
0.035322,0.295332,0.406453,0.050213,0.309998,0.005847,0.641329,6.372879,4.343167,6.942877,-4.335140,1.785796,8.000000,
0.035322,0.295332,0.406453,0.050213,0.309998,0.005847,0.641329,6.372879,4.343167,6.942877,-4.335140,1.785796,8.000000,
0.035322,0.295332,0.406453,0.050213,0.309998,0.005847,0.641329,6.372879,4.343167,6.942877,-4.335140,1.785796,8.000000,
0.035934,0.288721,0.409666,0.047518,0.336470,0.005761,0.630170,6.338131,4.230637,6.767726,-5.367249,1.785796,8.000000,
0.035934,0.288721,0.409666,0.047518,0.336470,0.005761,0.630170,6.338131,4.230637,6.767726,-5.367249,1.785796,8.000000,
