q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,LogLikelihood,R0,i_chain,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
0.050166,0.268513,0.347592,0.061927,0.520475,0.001177,0.684158,4.650697,3.918168,6.331332,-7310.307110,3.015630,7.000000,
