q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,asymp_red,latent_period,symptomat recovery_rate,asymptomatic_recovery_rate,hosp_subcrit_length,hosp_crit_length,LogLikelihood,R0,i_chain,
0.015910,0.146952,0.477379,0.089114,0.547196,0.001913,0.994378,1.831135,6.109674,11.177990,2.009324,13.205833,2.487170,0.931765,10.000000,
0.015910,0.146952,0.477379,0.089114,0.547196,0.001913,0.994378,1.831135,6.109674,11.177990,2.009324,13.205833,2.487170,0.931765,10.000000,
0.015910,0.146952,0.477379,0.089114,0.547196,0.001913,0.994378,1.831135,6.109674,11.177990,2.009324,13.205833,2.487170,0.931765,10.000000,
0.015910,0.146952,0.477379,0.089114,0.547196,0.001913,0.994378,1.831135,6.109674,11.177990,2.009324,13.205833,2.487170,0.931765,10.000000,
0.016217,0.121570,0.477987,0.093000,0.497978,0.001874,0.965192,1.831453,6.116872,11.204224,2.285929,13.223524,2.474880,0.931765,10.000000,
0.016217,0.121570,0.477987,0.093000,0.497978,0.001874,0.965192,1.831453,6.116872,11.204224,2.285929,13.223524,2.474880,0.931765,10.000000,
0.016400,0.107126,0.480270,0.092253,0.495354,0.002171,0.957537,1.839683,5.911713,11.240965,2.725432,13.195789,2.594460,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.016154,0.102750,0.477939,0.091857,0.501888,0.002248,0.978128,1.852034,5.959365,11.366569,2.899664,13.200326,1.564200,0.931765,10.000000,
0.015947,0.084488,0.479328,0.089243,0.500298,0.002703,0.998654,1.872276,6.093121,11.335681,3.477864,13.277640,2.225319,0.931765,10.000000,
0.015965,0.094816,0.480182,0.088926,0.495096,0.002498,0.994642,1.849404,6.015521,11.395230,3.354858,13.262659,2.613055,0.931765,10.000000,
0.016170,0.091075,0.482307,0.091516,0.483799,0.002262,0.987475,1.851592,5.897257,11.225661,3.635499,13.301869,2.799629,0.931765,10.000000,
0.016170,0.091075,0.482307,0.091516,0.483799,0.002262,0.987475,1.851592,5.897257,11.225661,3.635499,13.301869,2.799629,0.931765,10.000000,
0.016170,0.091075,0.482307,0.091516,0.483799,0.002262,0.987475,1.851592,5.897257,11.225661,3.635499,13.301869,2.799629,0.931765,10.000000,
0.016091,0.093591,0.482985,0.091663,0.475167,0.002235,0.996828,1.868046,5.948351,11.217520,3.489773,13.455807,2.370090,0.931765,10.000000,
0.016091,0.093591,0.482985,0.091663,0.475167,0.002235,0.996828,1.868046,5.948351,11.217520,3.489773,13.455807,2.370090,0.931765,10.000000,
0.016091,0.093591,0.482985,0.091663,0.475167,0.002235,0.996828,1.868046,5.948351,11.217520,3.489773,13.455807,2.370090,0.931765,10.000000,
0.015984,0.096741,0.481682,0.087780,0.472090,0.002466,0.993158,1.839526,6.106234,11.291026,3.597839,13.533913,1.452703,0.931765,10.000000,
0.016087,0.115425,0.487248,0.086490,0.437530,0.002446,0.978469,1.829766,5.930101,11.514499,2.829916,13.542446,0.864349,0.931765,10.000000,
0.016025,0.118660,0.482142,0.086330,0.484032,0.002490,0.992135,1.848401,6.083751,11.177030,3.147981,13.539517,3.207826,0.931765,10.000000,
0.016025,0.118660,0.482142,0.086330,0.484032,0.002490,0.992135,1.848401,6.083751,11.177030,3.147981,13.539517,3.207826,0.931765,10.000000,
0.016025,0.118660,0.482142,0.086330,0.484032,0.002490,0.992135,1.848401,6.083751,11.177030,3.147981,13.539517,3.207826,0.931765,10.000000,
0.016518,0.130216,0.490990,0.085190,0.449029,0.002643,0.952047,1.846693,5.815272,11.195877,2.455098,13.656599,3.036365,0.931765,10.000000,
0.016518,0.130216,0.490990,0.085190,0.449029,0.002643,0.952047,1.846693,5.815272,11.195877,2.455098,13.656599,3.036365,0.931765,10.000000,
0.016518,0.130216,0.490990,0.085190,0.449029,0.002643,0.952047,1.846693,5.815272,11.195877,2.455098,13.656599,3.036365,0.931765,10.000000,
0.016518,0.130216,0.490990,0.085190,0.449029,0.002643,0.952047,1.846693,5.815272,11.195877,2.455098,13.656599,3.036365,0.931765,10.000000,
0.016518,0.130216,0.490990,0.085190,0.449029,0.002643,0.952047,1.846693,5.815272,11.195877,2.455098,13.656599,3.036365,0.931765,10.000000,
0.016518,0.130216,0.490990,0.085190,0.449029,0.002643,0.952047,1.846693,5.815272,11.195877,2.455098,13.656599,3.036365,0.931765,10.000000,
0.016518,0.130216,0.490990,0.085190,0.449029,0.002643,0.952047,1.846693,5.815272,11.195877,2.455098,13.656599,3.036365,0.931765,10.000000,
