q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,Hsub_c,Hsub_a,Hsub_rc,Hsub_fc,Hsub_e,Hcri_c,Hcri_a,Hcri_rc,Hcri_fc,Hcri_e,D_c,D_a,D_rc,D_fc,D_e,R_c,R_a,R_rc,R_fc,R_e,i_chain,
0.041408,0.965597,0.308154,0.001120,0.763936,0.008755,-7601.251846,2.971633,2195561.572875,1874861.454795,3722500.342533,334748.191790,1282368.655779,1969.088793,543.718678,1156.032662,165.435739,145.260649,456.965791,126.094313,268.328698,38.332671,33.288899,2808.372541,775.732214,1647.296106,235.039800,206.794673,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041408,0.965597,0.308154,0.001120,0.763936,0.008755,-7601.251846,2.971633,2195561.572875,1874861.454795,3722500.342533,334748.191790,1282368.655779,1969.088793,543.718678,1156.032662,165.435739,145.260649,456.965791,126.094313,268.328698,38.332671,33.288899,2808.372541,775.732214,1647.296106,235.039800,206.794673,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041408,0.965597,0.308154,0.001120,0.763936,0.008755,-7601.251846,2.971633,2195561.572875,1874861.454795,3722500.342533,334748.191790,1282368.655779,1969.088793,543.718678,1156.032662,165.435739,145.260649,456.965791,126.094313,268.328698,38.332671,33.288899,2808.372541,775.732214,1647.296106,235.039800,206.794673,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041420,0.975971,0.307418,0.002034,0.766036,0.008456,-7601.948864,2.971146,2195563.120105,1874861.882079,3722501.250476,334748.321497,1282368.769682,1968.506756,543.557962,1155.690954,165.386838,145.217711,456.830717,126.057041,268.249384,38.321341,33.279059,2807.542422,775.502918,1646.809187,234.970325,206.733548,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041425,0.977749,0.307017,0.002380,0.768010,0.008276,-7601.972342,2.970736,2195564.057285,1874862.140892,3722501.800430,334748.400061,1282368.838675,1968.154207,543.460614,1155.483976,165.357218,145.191704,456.748902,126.034465,268.201342,38.314477,33.273099,2807.039607,775.364029,1646.514252,234.928243,206.696523,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041421,0.971039,0.307636,0.002783,0.764467,0.007456,-7601.567762,2.971576,2195568.308566,1874863.314931,3722504.295160,334748.756451,1282369.151642,1966.554958,543.019018,1154.545073,165.222855,145.073726,456.377764,125.932054,267.983411,38.283344,33.246062,2804.758711,774.733997,1645.176356,234.737349,206.528569,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041420,0.972243,0.307477,0.001958,0.767435,0.007842,-7601.218720,2.971251,2195566.305356,1874862.761722,3722503.119639,334748.588520,1282369.004171,1967.308527,543.227098,1154.987486,165.286167,145.129318,456.552645,125.980310,268.086100,38.298014,33.258802,2805.833473,775.030869,1645.806775,234.827299,206.607709,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041420,0.972243,0.307477,0.001958,0.767435,0.007842,-7601.218720,2.971251,2195566.305356,1874862.761722,3722503.119639,334748.588520,1282369.004171,1967.308527,543.227098,1154.987486,165.286167,145.129318,456.552645,125.980310,268.086100,38.298014,33.258802,2805.833473,775.030869,1645.806775,234.827299,206.607709,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041408,0.956111,0.308392,0.000972,0.765194,0.007430,-7599.966609,2.972093,2195568.443553,1874863.352209,3722504.374373,334748.767768,1282369.161580,1966.504179,543.004996,1154.515261,165.218589,145.069980,456.365980,125.928802,267.976492,38.282356,33.245204,2804.686288,774.713993,1645.133875,234.731288,206.523236,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
0.041418,0.968598,0.307747,0.001500,0.768412,0.006974,-7600.123744,2.971618,2195570.812489,1874864.006417,3722505.764508,334748.966358,1282369.335974,1965.613032,542.758926,1153.992077,165.143718,145.004240,456.159172,125.871736,267.855055,38.265008,33.230138,2803.415307,774.362921,1644.388361,234.624916,206.429647,15.000000,8.000000,18.000000,3.000000,5.000000,0.000000,6.000000,12.000000,2.000000,4.000000,0.000000,7.000000,15.000000,2.000000,5.000000,8097.000000,2266.000000,4820.000000,695.000000,601.000000,19.000000,
