q,c,symptomatic_fraction,socialDistancing_other,p_reduced,Initial_Condition_Scale,LogLikelihood,R0,S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,Hsub_c,Hsub_a,Hsub_rc,Hsub_fc,Hsub_e,Hcri_c,Hcri_a,Hcri_rc,Hcri_fc,Hcri_e,D_c,D_a,D_rc,D_fc,D_e,R_c,R_a,R_rc,R_fc,R_e,i_chain,
0.048907,0.997008,0.144876,0.040469,0.647300,0.023989,-200.291030,3.149231,1396021.683158,1161958.738996,2307270.662382,207664.080918,1090448.721091,374.779799,100.350875,214.013601,30.719656,36.863587,87.039024,23.551736,50.175438,7.167920,8.191908,533.498019,143.358393,305.148579,44.031506,52.223415,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048934,0.993260,0.144325,0.046317,0.638735,0.021049,-200.992207,3.149729,1396024.540646,1161959.506285,2307272.296913,207664.316103,1090449.000372,373.703831,100.062774,213.399182,30.631462,36.757754,86.789141,23.484121,50.031387,7.147341,8.168390,531.966382,142.946820,304.272518,43.905095,52.073485,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048934,0.993260,0.144325,0.046317,0.638735,0.021049,-200.992207,3.149729,1396024.540646,1161959.506285,2307272.296913,207664.316103,1090449.000372,373.703831,100.062774,213.399182,30.631462,36.757754,86.789141,23.484121,50.031387,7.147341,8.168390,531.966382,142.946820,304.272518,43.905095,52.073485,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048934,0.993260,0.144325,0.046317,0.638735,0.021049,-200.992207,3.149729,1396024.540646,1161959.506285,2307272.296913,207664.316103,1090449.000372,373.703831,100.062774,213.399182,30.631462,36.757754,86.789141,23.484121,50.031387,7.147341,8.168390,531.966382,142.946820,304.272518,43.905095,52.073485,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048934,0.993260,0.144325,0.046317,0.638735,0.021049,-200.992207,3.149729,1396024.540646,1161959.506285,2307272.296913,207664.316103,1090449.000372,373.703831,100.062774,213.399182,30.631462,36.757754,86.789141,23.484121,50.031387,7.147341,8.168390,531.966382,142.946820,304.272518,43.905095,52.073485,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048934,0.993260,0.144325,0.046317,0.638735,0.021049,-200.992207,3.149729,1396024.540646,1161959.506285,2307272.296913,207664.316103,1090449.000372,373.703831,100.062774,213.399182,30.631462,36.757754,86.789141,23.484121,50.031387,7.147341,8.168390,531.966382,142.946820,304.272518,43.905095,52.073485,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048901,0.999308,0.144993,0.033370,0.662953,0.021979,-199.644827,3.149110,1396023.636696,1161959.263557,2307271.779838,207664.241703,1090448.912023,374.044207,100.153913,213.593550,30.659361,36.791233,86.868190,23.505510,50.076957,7.153851,8.175830,532.450907,143.077019,304.549655,43.945084,52.120914,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048901,0.999308,0.144993,0.033370,0.662953,0.021979,-199.644827,3.149110,1396023.636696,1161959.263557,2307271.779838,207664.241703,1090448.912023,374.044207,100.153913,213.593550,30.659361,36.791233,86.868190,23.505510,50.076957,7.153851,8.175830,532.450907,143.077019,304.549655,43.945084,52.120914,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048901,0.999308,0.144993,0.033370,0.662953,0.021979,-199.644827,3.149110,1396023.636696,1161959.263557,2307271.779838,207664.241703,1090448.912023,374.044207,100.153913,213.593550,30.659361,36.791233,86.868190,23.505510,50.076957,7.153851,8.175830,532.450907,143.077019,304.549655,43.945084,52.120914,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
0.048901,0.999308,0.144993,0.033370,0.662953,0.021979,-199.644827,3.149110,1396023.636696,1161959.263557,2307271.779838,207664.241703,1090448.912023,374.044207,100.153913,213.593550,30.659361,36.791233,86.868190,23.505510,50.076957,7.153851,8.175830,532.450907,143.077019,304.549655,43.945084,52.120914,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,0.000000,1.000000,1553.000000,438.000000,932.000000,136.000000,161.000000,19.000000,
