region (NEED TO MANUAL APPEND),S_c,S_a,S_rc,S_fc,S_e,E_c,E_a,E_rc,E_fc,E_e,Isym_c,Isym_a,Isym_rc,Isym_fc,Isym_e,Iasym_c,Iasym_a,Iasym_rc,Iasym_fc,Iasym_e,Hsub_c,Hsub_a,Hsub_rc,Hsub_fc,Hsub_e,Hcri_c,Hcri_a,Hcri_rc,Hcri_fc,Hcri_e,D_c,D_a,D_rc,D_fc,D_e,R_c,R_a,R_rc,R_fc,R_e,
nyc,2195607,1874874,3722527,334752,1282372,1952,539,1146,164,144,453,125,266,38,33,2784,769,1633,233,205,15,8,18,3,5,0,6,12,2,4,0,7,15,2,5,8097,2266,4820,695,601,
